,Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter
39143,We need a solution to #COVID19. The world needs a vaccine and there’s no reason we can’t develop one right here in Ontario. Today we announced $20 million in funding for Ontario-based research to beat this virus.,260,2020-04-18 17:24:19,Twitter for iPhone,1544,228,fordnation,1.2515622141144474e+18,,2809959174.0,False,https://t.co/U7cd3XNvrH,en,April,Q2
33501,"My years at NYU exposed me to a whole new world, and I’m proud to say that with more @NYCSchools students than ever before in our history going to college, our kids will be able to say the same — and do big things, too! #CollegeAwarenessDay",264,2020-01-10 22:42:08,TweetDeck,96,10,NYCMayor,1.2157657953740923e+18,,19834403.0,False,https://t.co/FzMkBxRLtY,en,January,Q1
27530,"Small steps can make a big difference. 

Wash your hands for at least 20 seconds, stay home when sick, practice physical distancing and #MaskUpAZ.",170,2020-06-19 16:19:09,Twitter Media Studio,231,58,dougducey,1.2740138612390748e+18,,20217019.0,False,https://t.co/oY6PjyFEQE,en,June,Q2
6000,These cars are state vehicles that transport students who are deaf and hard of hearing.,111,2020-06-01 20:56:44,Twitter for iPhone,9047,5095,govkristinoem,1.2675607370162954e+18,235251868.0,235251868.0,False,https://t.co/3icPiEos35,en,June,Q2
25881,I am paying close attention to the report of a tornado hit in Jonesboro.  I know there is property damage.  Just praying all is safe.,133,2020-03-28 22:47:52,Twitter for iPhone,1410,197,AsaHutchinson,1.2440334926247772e+18,,269992801.0,False,,en,March,Q1
1290,"Today, we celebrated President Abraham Lincoln—one of the greatest leaders this nation has ever had. We are #DCproud that his legacy, which includes the Emancipation Proclamation, continues to live on through our fight for #DCstatehood.",260,2020-02-12 23:27:58,Twitter for iPhone,25,9,MayorBowser,1.2277361318963036e+18,,976542720.0,False,https://t.co/IePsKljVvo,en,February,Q1
36247,Toronto City Council is meeting virtually again today and tomorrow. You can tune in live here:,118,2020-06-29 13:33:15,Twitter Web App,25,9,joe_cressy,1.277595992616063e+18,,416025003.0,False,https://t.co/zdaYnXnhIS,en,June,Q2
17798,"Wishing a very #HappyBirthday to the best Lt. Governor in the country, @BoydKRutherford!",112,2020-04-01 16:48:02,Twitter Web App,157,11,LarryHogan,1.2453924901460173e+18,,280121510.0,False,https://t.co/vrc7PBF1no,en,April,Q2
28740,"@AZDHS @drcarachrist Arizona has an outstanding team at the Arizona Department of Health Services, led by Dr. Cara Christ, who is an infectious disease epidemiologist and public health expert with a Master’s Degree in Molecular Virology. @AZDHS @drcarachrist #COVID19 2/",270,2020-03-02 23:09:17,Twitter Web App,10,3,dougducey,1.2346167999681044e+18,20217019.0,20217019.0,False,,en,March,Q1
29148,Great to be back in-studio at @KTAR923! Thank you @GaydosKTAR and @chadbensonshow for having me on air.,127,2020-01-07 02:11:21,Twitter Web App,8,1,dougducey,1.2143688961001267e+18,,20217019.0,False,https://t.co/O7fbf4jPht,en,January,Q1
9953,"The three-phase plan is like a dimmer switch, letting us gradually lift restrictions so that we can get moving again without a dangerous spike in infections. This approach and the indicators we're watching follow the guidance of the President’s Coronavirus Task Force.",268,2020-04-30 19:04:30,Twitter Web App,45,6,NC_Governor,1.255936081113088e+18,8.137922504970281e+17,8.137922504970281e+17,False,,en,April,Q2
26895,"2019 was an especially difficult year for those who wear a badge. 7 Alabama Law Enforcement members were killed in the line of duty. Representing these families, we have Mrs. Joanne Williams, widow of Lowndes Co. Sheriff Big John Williams, with us. #ThinBlueLine #ALpolitics",298,2020-02-05 01:00:12,Twitter for iPhone,12,4,GovernorKayIvey,1.224860241055175e+18,19668491.0,19668491.0,False,https://t.co/yo3rJPPs0i,en,February,Q1
16734,Flagging for the next tourism campaign @visitms,71,2020-05-21 20:18:32,Twitter for iPhone,341,49,tatereeves,1.263564857401643e+18,,259341329.0,False,https://t.co/WfbSRmuzvo,en,May,Q2
8332,"All Oregonians should be able to access info about COVID-19 in their preferred language. That's why I launched a new phase of my COVID-19 outreach and education campaign, providing health info and resources in 12 of Oregon's most-spoken languages.",271,2020-04-23 21:20:31,Twitter Web App,350,95,OregonGovBrown,1.2534335935624028e+18,,3023272478.0,False,https://t.co/TTD6d0GYZT,en,April,Q2
33438,".@NYCWater crews are at 102nd Street and Central Park West after a water main break this morning. They’ve closed off the affected main and water is receding on the street. The A,C and D are suspended between 59th and 125th.
Avoid the immediate area while crews do their work.",275,2020-01-19 14:34:18,Twitter for iPhone,35,20,NYCMayor,1.218904519901434e+18,,19834403.0,False,,en,January,Q1
31325,"The president can boast about the stock market all he wants—the American people know it doesn't put food on the table. We need an economy that works for the many, not just the wealthy and large corporations.",231,2020-01-03 16:11:52,Twitter Web App,12562,2496,SenSanders,1.213130870086914e+18,,29442313.0,False,https://t.co/6kirnowjHS,en,January,Q1
5852,"It’s official. 

#TheVolunteerState",59,2020-02-21 21:05:57,Twitter for iPhone,323,57,GovBillLee,1.2309618839869194e+18,,1.084924525232513e+18,False,https://t.co/PU6Cs2suQx,en,February,Q1
23416,"As Muslims throughout Delaware observe Eid al-Fitr and celebrate the end of Ramadan, I hope they find comfort and strength in their faith.",162,2020-05-24 16:28:21,Twitter for iPhone,55,8,johncarneyde,1.2645940932687053e+18,,237770636.0,False,https://t.co/hojdeJpR2Y,en,May,Q2
41776,"We’re boosting Farm Credit Canada by $5 billion so producers, agribusinesses, and food processors can remain financially strong during these challenging times. For example, if you’re a farmer facing cash flow issues, Farm Credit Canada can offer you some flexibility.",267,2020-03-23 15:55,Twitter for iPhone,463,109,JustinTrudeau,1.24e+18,,,False,,en,March,Q1
15799,"It’s #NationalPublicHealthWeek, and this year recognizing our public health heroes is even more important in the midst of COVID-19.

On behalf of all Missourians, I want to thank @HealthyLivingMo AND our local public health departments. Thank you for all your hard work!",294,2020-04-11 16:44:51,Twitter for iPhone,28,10,GovParsonMO,1.2490155690237215e+18,,1.0036723207818076e+18,False,https://t.co/XgfXQuG6dB,en,April,Q2
5276,"CEO: In Texas “we’ve found… a respect for family values, life &amp; liberty… a non-intrusive government. There is a freedom here that you feel right away… it’s not only invigorating, but also inspires investment &amp; commitment to the community.” #EcoDevo",280,2020-03-05 15:51:23,Twitter Web App,92,18,govabbott,1.2355937626147144e+18,,19291441.0,False,https://t.co/vDrz9Zm9ah,en,March,Q1
28667,Every Arizonan counts this Census — even our littlest ones. 👶 #AZCounts @BannerHealth @AZCensus2020 @azfamily,133,2020-03-10 17:24:12,Twitter Media Studio,27,13,dougducey,1.237429060340351e+18,,20217019.0,False,https://t.co/jpp44wjDT1,en,March,Q1
20972,".@senatorcastro: Karen from Downers Grove asks: what regions will move to Phase 3 soon, and can Chicago opt to stay at Phase 2?

@GovPritzker: Every region is poised to move on to Phase 3 at the end of the month. Any local government can put in more strict restrictions.",270,2020-05-19 16:30:54,Twitter Web App,32,6,GovPritzker,1.2627827969191895e+18,1.0848175233784544e+18,1.0848175233784544e+18,False,,en,May,Q2
3447,"Every June, we raise awareness about the gun violence that devastates too many families and communities in Virginia and across America.

But this June is different––this year we took action, passing seven commonsense bills that go into effect tomorrow. These laws will save lives.",304,2020-06-30 21:11:32,Twitter Media Studio,824,175,GovernorVA,1.2780737090189844e+18,,104198706.0,False,https://t.co/8mWUeS6txc,en,June,Q2
42809,Great story. Thank you to Mr. Young of Jonesboro Arkansas!,58,2020-03-21 13:21,Twitter for iPhone,51068,12101,realDonaldTrump,1.24e+18,,,False,https://t.co/i9xH8VXfS2,en,March,Q1
40371,"Update on COVID-19: Friday, April 24th – Josh Matlow, Toronto City Councillor for Ward 12, Toronto-St. Paul's",133,2020-04-24 20:32:56,Twitter for iPhone,6,5,joshmatlow,1.2537840087580017e+18,,15844405.0,False,https://t.co/K5tVYbq0m1,en,April,Q2
20022,,23,2020-05-05 18:31:15,Twitter Media Studio,30,23,GovHolcomb,1.2577396546039767e+18,,4919082864.0,False,https://t.co/naq7ZODbd1,en,May,Q2
28725,"Big news for the West Valley and all of Arizona! Thank you for continuing to choose Arizona, @redbull! 🌵 @azcommerce",140,2020-03-03 23:09:46,Twitter for iPhone,135,38,dougducey,1.2349793094140436e+18,,20217019.0,False,https://t.co/Z5dswHYCII,en,March,Q1
44817,MAKE AMERICA GREAT AGAIN!,25,2020-06-09 13:43,Twitter for iPhone,509298,81081,realDonaldTrump,1.27e+18,,,False,,en,June,Q2
6262,Great Emergency Operations Center update today. No new positive cases in South Dakota today. Encouraging news. Check out  for updates.,181,2020-03-15 22:09:13,Twitter for iPhone,86,21,govkristinoem,1.2393127241542902e+18,,235251868.0,False,https://t.co/q8kGADtB2D,en,March,Q1
485,7/ 8:30 pm - 12 am #DayINDC schedule ⬇️,63,2020-04-30 21:11:50,Twitter Web App,8,1,MayorBowser,1.255968126103171e+18,976542720.0,976542720.0,False,https://t.co/csdMecZa9F,en,April,Q2
34404,"#BREAKING: I spoke to the president and he has agreed to our request to treat  #COVID patients on the USNS Comfort.

This means 1,000 additional beds staffed by federal personnel.

This will provide much-needed relief to our over stressed hospital systems.",256,2020-04-06 21:29:25,Twitter Web App,47865,5915,NYGovCuomo,1.2472752433217372e+18,,232268199.0,False,,en,April,Q2
7587,"Dine-in restaurants that open in counties that have not been authorized to reopen will risk receiving a citation.
 
These citations can ultimately lead to the loss of a restaurant’s liquor license.",197,2020-05-11 16:37:39,Twitter Web App,4853,557,GovernorTomWolf,1.259885391890518e+18,2978837542.0,2978837542.0,False,,en,May,Q2
21323,"We know there are school districts with unique challenges, and we will work with them on any issues that may arise. 

I know that many have felt this was inevitable – but trust me when I say, this was not a decision I made lightly.",231,2020-04-17 20:00:57,Twitter Web App,432,41,GovPritzker,1.2512392432650322e+18,1.0848175233784544e+18,1.0848175233784544e+18,False,,en,April,Q2
30354,Secretary Pompeo is spearheading an effort to transform foreign assistance away from writing checks to corrupt governments to empowering entrepreneurship. This change will deliver better outcomes for individuals living in distressed regions and the American taxpayer.,267,2020-03-09 21:22:09,Twitter Web App,722,140,LindseyGrahamSC,1.2371265545027912e+18,432895323.0,432895323.0,False,,en,March,Q1
34398,"For our hospitals to function they need three things: Beds, Staff, Equipment.

Every day we are balancing the needs of each hospital in each category.

The USNS Comfort and the Javits Center are adding 3,000 much-needed beds.",225,2020-04-07 15:16:27,Twitter Web App,2810,378,NYGovCuomo,1.2475437709895148e+18,,232268199.0,False,,en,April,Q2
2142,"Today @DHSWI and I announced the Wisconsin Emergency Assistance Volunteer Registry (WEAVR). Through WEAVR we are proactively creating a wide network of volunteers to increase capacity and care. And folks, we need your help. #THREAD",231,2020-04-10 18:10:00,Twitter Web App,156,53,GovEvers,1.2486746086239232e+18,,234896532.0,False,,en,April,Q2
17335,"Minnesota will fondly remember Marion Watson’s service, curiosity and enduring legacy in advocacy and broadcasting. She broke codes, news, and barriers for generations of Minnesotans and lived Minnesota’s values through and through.",259,2020-05-06 22:45:00,TweetDeck,123,8,GovTimWalz,1.258165897828528e+18,,1.0646035409565656e+18,False,https://t.co/F4Zh6Hwx5Y,en,May,Q2
28225,"ICAN, a non-profit that offers programs and educational services to East Valley teens, is distributing free craft kits to help Arizona kids stay engaged while schools are closed. @ICANChandler 6/",195,2020-04-06 14:05:11,Twitter Web App,66,8,dougducey,1.247163445880877e+18,20217019.0,20217019.0,False,,en,April,Q2
25842,@DK_Benjamin @nnoheadd There is already a practical moratorium in place regarding evictions. I've talked to a number of landlords who are willing to waive penalties and interest to give tenants more time to make a cash payment. #AskGovHutchinson,245,2020-04-02 22:44:47,Twitter Web App,2,2,AsaHutchinson,1.245844655092183e+18,,269992801.0,False,,en,April,Q2
32730,"Jimmy's tenure as NYPD Commissioner brought record lows in crime and forged bonds between police and communities. He loves this city and I'm honored to have him back. 

I also want to express my gratitude to Visa CEO Al Kelly for allowing him to do this crucial, lifesaving work",278,2020-04-01 23:52:37,Twitter for iPhone,24,2,NYCMayor,1.2454993389079552e+18,19834403.0,19834403.0,False,,en,April,Q2
9780,The quick distribution of this money is thanks to our Office of State Budget &amp; Management and our new North Carolina Pandemic Recovery Office. This new office was created to oversee the distribution of state and federal money in response to COVID-19.,254,2020-05-26 19:04:10,Twitter Web App,19,1,NC_Governor,1.2653580803526656e+18,8.137922504970281e+17,8.137922504970281e+17,False,,en,May,Q2
25998,Congratulations to the Nettleton STEAM program for receiving @CogniaOrg STEM certification. Nettleton is the first in Arkansas and one of only 200 programs worldwide to receive this certification. Wonderful work on this outstanding achievement!,268,2020-03-05 21:54:13,Twitter Web App,32,7,AsaHutchinson,1.235685072268857e+18,,269992801.0,False,https://t.co/bEaRYwg50L,en,March,Q1
34431,"The Federal Government will staff and equip 2,500 beds in Javits for COVID patients.

This is a dramatic help in our battle against time, spread and lacking hospital capacity.

Reducing the strain on NYC area hospitals is a top priority.",237,2020-04-04 15:11:23,Twitter Web App,7537,901,NYGovCuomo,1.246455329195463e+18,,232268199.0,False,,en,April,Q2
17808,"We cannot afford to wait to take action. While these measures may seem extreme, if we don't take them now, it could be too late.

I will make whatever decisions and take whatever actions are necessary to save the lives of thousands of Marylanders.",271,2020-03-16 23:12:19,Twitter Web App,147,22,LarryHogan,1.239690990706987e+18,,280121510.0,False,https://t.co/Q8b0qpyeiG,en,March,Q1
28351,"Today I signed a bipartisan state budget agreement. Proactively addressing #COVID19 remains our top focus, and this bipartisan budget reflects that. It adds critical new resources—including $50M—for Arizonans who have had their lives turned upside down due to COVID-19. 1/",272,2020-03-28 20:57:36,TweetDeck,372,80,dougducey,1.2440057454623744e+18,,20217019.0,False,,en,March,Q1
24055,"I'm about to participate in a White House video conference w/ POTUS, law enforcement, national security officials and the nation's governors. It's my hope that we can have an honest conversation about our justice system, it's impact on Americans and the safety of our communities",279,2020-06-01 15:06:06,Twitter Web App,483,34,govnedlamont,1.267472498830033e+18,,1.0762939037232332e+18,False,,en,June,Q2
24271,"UPDATE: Daily COVID-19 data in Connecticut

- 31,784 people tested positive (+789)
- 2,797 people have died (+79)
- 1,385 patients are currently hospitalized (-60)
- 116,174 tests have been reported to the state (+4,727)

For more data sets, visit .",296,2020-05-07 20:04:09,Twitter Web App,66,49,govnedlamont,1.258487805757526e+18,,1.0762939037232332e+18,False,https://t.co/FpgO8W27I0,en,May,Q2
18452,Visit  to watch today’s news conference,110,2020-04-23 23:50:35,Twitter Web App,117,28,GovAndyBeshear,1.253471360292176e+18,,1.1925498228652974e+18,False,https://t.co/n7homY7tSv,en,April,Q2
13534,"If you see unusually high prices for products in high demand as a result of #COVID19, please reach out to the @NevadaAG’s Office. Thank you to A.G. Ford for looking out for Nevada consumers. 

Phone number and online complaint form below. ⬇️ ⬇️ ⬇️",271,2020-03-09 18:29:27,Twitter for iPhone,127,58,GovSisolak,1.237083092315079e+18,,1.080586433088258e+18,False,https://t.co/fWqnBo115a,en,March,Q1
4822,We're tremendously grateful to all our teachers and counselors who are working hard to teach and take care of their students from a distance. I'm grateful for the creativity and resilience of all who are involved.,213,2020-04-14 19:44:29,Twitter Web App,200,19,GovHerbert,1.2501479365974671e+18,60688326.0,60688326.0,False,,en,April,Q2
24652,"Bidding against other states and the feds for this life-saving gear is like surge pricing on Uber, only at the last minute the car drives away because you were outbid.

There has to be a way to do it together — fed, state &amp; locals — so we can get this equipment where it's needed.",308,2020-04-01 00:40:12,Twitter Media Studio,296,76,govnedlamont,1.2451489250839552e+18,,1.0762939037232332e+18,False,https://t.co/jp2Rz0YNpj,en,April,Q2
971,Episode 3 of #FITDC kids is here! Watch and follow along for workouts you can do at home to burn off some energy.,137,2020-03-18 20:36:35,Twitter Media Studio,20,15,MayorBowser,1.240376575113212e+18,,976542720.0,False,https://t.co/PkhjluKX1X,en,March,Q1
44687,Do you get the impression that the Supreme Court doesn’t like me?,67,2020-06-18 15:10,Twitter for iPhone,351288,51248,realDonaldTrump,1.27e+18,,,False,,en,June,Q2
30129,"Speaking with @seanhannity tonight on Fox News Channel about the latest on the FBI and General Flynn as well as #2020Elections.

Tune In!",137,2020-05-02 01:00:00,TweetDeck,3452,473,LindseyGrahamSC,1.256387934649008e+18,,432895323.0,False,,en,May,Q2
19494,Thank You!,34,2020-04-09 18:56:22,Twitter Web App,2022,401,IAGovernor,1.2483238875380613e+18,,8.518089353970115e+17,False,https://t.co/AmWxoRdghm,en,April,Q2
23263,We intend to make a decision early next week regarding the start of Phase 3.,76,2020-06-25 20:55:19,Twitter Web App,15,1,johncarneyde,1.2762576906128343e+18,237770636.0,237770636.0,False,,en,June,Q2
23194,"On National Sanctity of Human Life Day, we re-affirm our commitment to protecting the innocent unborn and most vulnerable among us. Together, we will ensure that all Georgians have the opportunity to live, grow, and prosper.  #gapol",255,2020-01-22 15:24:49,Hootsuite Inc.,81,20,BrianKempGA,1.220004398102917e+18,,47437206.0,False,https://t.co/1HqdFAtfpN,en,January,Q1
29429,"Now is the time to create millions of good jobs building out the infrastructure and clean energy necessary to save our planet for future generations.

For our economy, our planet, and our future, we need a #GreenNewDeal.",220,2020-04-20 19:49:18,Twitter for iPhone,36998,6678,aoc,1.2523234762344817e+18,,138203134.0,False,,en,April,Q2
3564,"No one should have to carry that type of burden but for the African American community and communities of color, this is a reality. The #COVID19 pandemic has exacerbated the weight of this struggle, highlighting long standing systemic inequities in America.",257,2020-05-29 22:28:08,Twitter Web App,208,30,GovernorVA,1.2664965758718812e+18,104198706.0,104198706.0,False,,en,May,Q2
800,LIVE: #FITDC seniors. Get ready to move as we bring you workouts that you can do from home!,115,2020-04-01 13:00:55,Periscope,43,22,MayorBowser,1.2453353326497014e+18,,976542720.0,False,https://t.co/gxZTXHYUpv,en,April,Q2
33059,"After weeks of minimizing what has now become a global pandemic, we were hoping for concerted action. Instead, the President remains all but silent on the most important thing: rapid, expansive testing.",202,2020-03-12 02:26:19,Twitter for iPhone,2166,410,NYCMayor,1.2379278736311951e+18,,19834403.0,False,,en,March,Q1
42894,To unleash the full power of the Federal Government in this effort today I am officially declaring a National Emergency.,120,2020-03-13 21:00,Twitter for iPhone,95828,22471,realDonaldTrump,1.24e+18,,,False,https://t.co/yu2GBcxWD6,en,March,Q1
4434,"Next stop for #VTCapitol4aDay was to Ethan Allen Sawmill in Beecher Falls. The company provides hundreds of jobs in the Northeast Kingdom, and builds custom furniture sold around the globe.",213,2020-02-24 15:40:55,Twitter for iPhone,8,0,GovPhilScott,1.2319672497722696e+18,,545107258.0,False,https://t.co/cdnW135zrV,en,February,Q1
36449,"Everyday public health units in Ontario receive lab reports on positive cases to trigger case investigations. Often the data is incomplete, lacks key info (such as a phone number), &amp; even arrives with handwritten notes. We desperately need a modern provincial lab reporting system",308,2020-06-05 12:38:10,Twitter for iPhone,49,19,joe_cressy,1.26888482069803e+18,,416025003.0,False,https://t.co/uyD2S9vFQt,en,June,Q2
9205,"It takes individual responsibility to protect the health of our communities and to fulfill our collective responsibility to safeguard our most vulnerable populations. By following #NDSmart guidelines, we can continue to save lives and livelihoods.

We’re #InThisTogetherND.",297,2020-06-26 20:29:52,Twitter Web App,12,0,DougBurgum,1.2766136731765023e+18,518700708.0,518700708.0,False,https://t.co/2oMvrIkUM6,en,June,Q2
2388,The Legislative Black Caucus is hosting events throughout the month of February for #BlackHistoryMonth . Learn more here:,145,2020-02-13 15:31:25,Twitter Web App,27,16,GovEvers,1.2279785918724628e+18,,234896532.0,False,https://t.co/peXPoFafHh,en,February,Q1
21530,"It’s been a week since we had our last update on our state’s efforts to acquire Personal Protective Equipment, so I want to provide a quick update on PPE since March 30.",169,2020-04-06 21:45:27,Twitter Web App,1299,228,GovPritzker,1.2472792756460954e+18,,1.0848175233784544e+18,False,,en,April,Q2
16566,"My administration has and will continue to do the HARD WORK, and the benefit will be for Missouri taxpayers and our state’s financial stability. The progress we are making is real and exciting, but there is more we can do to improve government and promote our state.#MissouriSOTS",279,2020-01-15 21:57:12,Twitter Web App,10,3,GovParsonMO,1.2175664269044e+18,,1.0036723207818076e+18,False,,en,January,Q1
4971,@Sfielding21 It's the name of a certain type of legal document.,63,2020-03-07 02:44:51,Twitter Web App,12,0,GovHerbert,1.236120597966422e+18,7.888779452720456e+17,60688326.0,False,,en,March,Q1
26038,"""Rescuers: Portraits of Moral Courage in the Holocaust” is a compelling exhibit by photographer Gay Block that tells stories of those who saved lives during one of history’s darkest moments. I was honored to attend the opening of this collection, on display now at @ArkansasTech.",303,2020-02-05 23:00:47,Twitter Web App,34,2,AsaHutchinson,1.225192576699052e+18,,269992801.0,False,https://t.co/9eKYVWZL5E,en,February,Q1
11337,This past year we stood up to protect New Mexicans from pernicious federal efforts to dismantle health care services and enacted safeguards against attempts to roll back the Affordable Care Act and strip New Mexicans of the health care lifelines they depend on. #StateOfTheStateNM,280,2020-01-21 21:16:27,Twitter for iPhone,6,3,GovMLG,1.2197305007947162e+18,1.0700837068224388e+18,1.0700837068224388e+18,False,,en,January,Q1
1614,@LindsayAWatts @joethetvguy Congratulations on such a wonderful blessing!,73,2020-01-04 04:36:00,Twitter for iPhone,7,0,MayorBowser,1.2133181369357312e+18,139841847.0,976542720.0,False,,en,January,Q1
2583,"West Virginia’s job numbers are the best the state has seen in over a decade! We are creating thousands of jobs each year, and in August we set yet another milestone for the lowest unemployment rate (4.6%) seen in the state in over a decade. | Read more:",302,2020-01-23 14:54:00,Twitter Web App,10,2,JimJusticeWV,1.22035902825941e+18,,3167789983.0,False,https://t.co/e0CLsNeMuv,en,January,Q1
35910,"9.  OW and ODSP - reverse any cuts and immediately expand, accelerate payment and increase amount to reflect true costs of living in Toronto.",141,2020-03-16 00:00:59,Twitter for iPad,75,7,kristynwongtam,1.2393408533505802e+18,20452161.0,20452161.0,False,,en,March,Q1
9891,Gov. Cooper and members of the Coronavirus Task Force will give an update at 2:00pm. Watch it live here:,128,2020-05-12 17:55:31,Twitter Media Studio,89,41,NC_Governor,1.260267374034342e+18,,8.137922504970281e+17,False,https://t.co/JUEsfsrA0v,en,May,Q2
15886,"Today at 3pm, Governor Mike Parson will be LIVE on Facebook to provide a COVID-19 update.

Today's briefing will include @MOLabor Director Anna Hui, to discuss unemployment.",197,2020-04-07 14:54:37,Twitter for iPhone,25,22,GovParsonMO,1.2475382728399872e+18,,1.0036723207818076e+18,False,https://t.co/R8hDbtRdPy,en,April,Q2
14858,Grateful to our healthcare heroes on the front lines. #ShowMeStrong,91,2020-06-23 00:10:29,Twitter for iPhone,41,9,GovParsonMO,1.275219641045078e+18,,1.0036723207818076e+18,False,https://t.co/HO6tTt4LAv,en,June,Q2
2543,Senior home-delivered meals will continue and arrangements are being made for our congregate meal recipients to also continue to receive meals. Shelf stable and emergency meals are being provided to all our current meal recipients. #COVID2019,242,2020-03-17 17:01:34,Twitter Web App,1,0,JimJusticeWV,1.2399600791741768e+18,3167789983.0,3167789983.0,False,,en,March,Q1
21341,"We’ve now delivered PPE to each of our 102 counties in Illinois from the state stockpile.

In sum, we’ve sent out more than 10 million items including 5 million surgical masks, over 1.5 million N95 masks, nearly 20,000 gowns, over 4 million gloves and nearly 200,000 face shields.",280,2020-04-16 22:00:37,Twitter Web App,200,21,GovPritzker,1.250906971609477e+18,1.0848175233784544e+18,1.0848175233784544e+18,False,,en,April,Q2
11487,"THREAD: On April 14th, we announced the Long Term Care Stabilization program. Originally, the program was set to end on June 31. 

Today, we're extending the program through July 31 to ensure we have the workforce needed to care for our loved ones.",248,2020-06-23 19:06:25,Twitter Web App,32,8,GovChrisSununu,1.275505507198009e+18,,8.162821207672914e+17,False,,en,June,Q2
32278,"The indicators reflect action. When social distancing is honored, it has a huge impact. Most New Yorkers are doing that. But we’ve seen unfortunate examples where it hasn’t been followed. We can’t tolerate that. Call 311 immediately if you see groups gathering.",261,2020-05-01 17:09:00,Twitter Web App,35,7,NYCMayor,1.2562694027580908e+18,19834403.0,19834403.0,False,,en,May,Q2
4428,Community based healthcare helps us deliver vital services in rural areas where access is especially challenging. Pleased to learn more about unique needs &amp; strategies - including coordinated care - in Essex County from the professionals at the Island Pond Health &amp; Dental Center.,312,2020-02-25 00:23:41,Twitter for iPhone,6,2,GovPhilScott,1.2320988068938834e+18,,545107258.0,False,https://t.co/1GcIBJvKsN,en,February,Q1
5851,"The Charles H. Coolidge National Medal of Honor Heritage Center pays tribute to the exemplary soldiers &amp; extraordinary Americans who have earned our nation's highest military honor, including 32 Tennesseans. Proud to be in Chattanooga for this special day.",284,2020-02-22 18:17:14,Twitter for iPhone,86,10,GovBillLee,1.2312818120030536e+18,,1.084924525232513e+18,False,https://t.co/HzvRzUAnV0,en,February,Q1
4615,"We will additionally provide implicit bias training to state government officials. This will begin with my next cabinet meeting in July and then through each successive layer of leadership in our executive branch of government.
(2/4)",233,2020-06-11 18:52:29,Twitter Web App,33,6,GovHerbert,1.271153347626582e+18,60688326.0,60688326.0,False,,en,June,Q2
43378,BEST USA ECONOMY IN HISTORY!,28,2020-02-11 13:35,Twitter for iPhone,197959,34078,realDonaldTrump,1.23e+18,,,False,,en,February,Q1
9652,"Last week, we talked about how COVID-19 is shining a bright light on longstanding racial inequities in everything from health care to housing. The protests re-ignited by the murder of George Floyd are shining yet another light on inequities in our criminal justice system.",272,2020-06-09 19:03:53,Twitter Web App,28,11,NC_Governor,1.270431442292609e+18,8.137922504970281e+17,8.137922504970281e+17,False,,en,June,Q2
44929,The Radical Left Democrats new theme is “Defund the Police”. Remember that when you don’t want Crime especially against you and your family. This is where Sleepy Joe is being dragged by the socialists. I am the complete opposite more money for Law Enforcement! #LAWANDORDER,279,2020-06-04 20:08,Twitter for iPhone,193257,51193,realDonaldTrump,1.27e+18,,,False,,en,June,Q2
8936,"As unemployment has increased due to #COVID19, I'm thankful for the leadership of @oescexe &amp; the @OESCnews team for modernizing &amp; adapting to this unprecedented crisis. We are committed to making sure Oklahomans get the resources needed to get back on their feet. (1/2)",277,2020-04-09 16:20:05,Twitter Web App,50,3,GovStitt,1.2482845593991004e+18,,8.652108776786862e+17,False,,en,April,Q2
5464,"This week, our Economic Recovery Group issued updated #TennesseePledge restaurant guidance, allowing for establishments in 89 of our 95 counties to increase capacity as long as social distancing protocols remain in place.

Access updated guidance at .",298,2020-05-22 20:15:00,TweetDeck,15,7,GovBillLee,1.263926354619269e+18,,1.084924525232513e+18,False,https://t.co/Zf5rOxm133,en,May,Q2
25367,"We will start to see the effects of the recent steps we’ve taken in the coming days &amp; weeks. In the near-term, it is crucial that we all stay home whenever possible. #COVID19Colorado

➡️ Today's slideshow: 
➡️ Press release:",299,2020-03-30 22:37:45,Twitter Web App,629,158,GovofCO,1.244755724816642e+18,,7.283442736203448e+17,False,https://t.co/8EXFDZafd9,en,March,Q1
29510,"Starting in 5 MINS:

Who’s getting a $1200 check?

What do UI benefits look like if you were just laid off?

How can you help others in need?

Hop on with @mPinoe &amp; I for a Coronavirus package Instagram Q&amp;A!

Forward your Qs to Megan using the hashtag #PinoeAskAOC
(IG: mrapinoe)",311,2020-03-29 18:55:37,Twitter for iPhone,4370,764,aoc,1.2443374322140242e+18,,138203134.0,False,https://t.co/M4BRv4m8lo,en,March,Q1
227,LIVE: #FITDC seniors. Get ready to move as we bring you workouts that you can do from home!,115,2020-06-01 13:06:14,Periscope,24,7,MayorBowser,1.2674423338946273e+18,,976542720.0,False,https://t.co/jimEwQqbPv,en,June,Q2
22842,"1/3 3. If your Dr. would like you to come in for a screening, bring a photo ID &amp; insurance card.
4. If your Dr. decides that you meet the criteria for #COVID19 testing, he/she will provide a lab order for the test.
5. The specimen will be sent to a private/state lab for results.",283,2020-03-17 20:23:12,Twitter Web App,2,1,GovHawaii,1.2400108188690063e+18,2916915026.0,2916915026.0,False,,en,March,Q1
