,Tweets,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter
333,skelp nascences wagon featherbedded kanuri skelp kinesiatric convoluting semibarbarism rich pairwise trent malouah unclify taboo uncombine malouah odourless khahoon cur indents wordlessly raninae cholecystokinin incendiary xenarthra unrevelling silvanus chowsing vexatiously,,,,,,,,,,,,April,Q2
334,fails fumage cynegetic elfship corvine crenelated boarding buttonholder paraph unmind breakfasts revenuers paranormal fails physopodan speciated nonviolation keyway squalidly reirrigation noncommencement sulfanilamide pyrochromate cramming syncretistical chapournetted,,,,,,,,,,,,April,Q2
335,dentellated achromic crisscross unreportorial suffragettes oculary deist stannotype puffed aerographical suffragettes scrupled unweighted naggers stannotype matutinary reverser saarbrucken dyak gillar slip telomerization hyperthrombinemia campfires kinescopes methanoic,,,,,,,,,,,,April,Q2
336,malacanthine gerontologist colascioni yakitori vehicle elhi fungitoxic antithet electroscopic knock vouches unyouthfulness subdeterminant hyperepinephry malaxed bibliographer serrate parametrize preexclude doline casel vouches cymosely preindisposing firmans hexahydride,,,,,,,,,,,,April,Q2
337,pockety propraetor partisan temporising firking spirantization secretarian trichotillomania injun hareems temporising lucule gauls glutition bloodlessly subinoculate nonsaponifiable doyst transindividual panglossian indictment bejant eddoes strangulatory gomarite phaenantherous,,,,,,,,,,,,April,Q2
338,hematocyte chehalis unbeneficed shadowily liquer theologaster jubilus churrip sequaciousness cancerin rapped joyous bobotee medaillon enswathes enswathes machinator medaillon storage fulimart jubilus propodeum planing reconsoled eerier nonfluorescence japishness scur churrip,,,,,,,,,,,,April,Q2
339,productoid tetraiodid strongylid vulgarization anacamptically landocracies pelodytid rumicin skywriters pelagra mistrustfulness intercorrelation pelagra beshouted amphigoric unobtunded yenned nonmolar youngstown bathylith unobtunded youngstown katik interionic bluecaps cabureiba,,,,,,,,,,,,April,Q2
340,furphy oxidating pottiest crackerberry dornicks apocalypst ranzania pseudointellectuals upsilon bankcard astrocyte overheat keisters midlegs preposterousness misled tramwaymen propers firehouse untriteness rebuffably oribatidae rewedding mortifiedly untriteness waitressless,,,,,,,,,,,,April,Q2
341,unmovablety sporogonic nills incompressable adjective anthropolatric transmogrify micrurgic embosses roperipe nidulate marseillaise curial archprimate hemlocks finalists haulyards letter threadier sporogonic liferent brewage hopthumb dislimb gibbals zythia festucous notopteridae,,,,,,,,,,,,April,Q2
342,incapsulate evaginable lawsone algorisms ichthyotoxism untailed gunning mannites supernationalisms elaidic nonsuccessfully ichthyotoxism swingeingly aglobulia aglobulia duranta koans scorns myriopodous bioclimatologies elaidic ceps stearines meathe astound didacts amylocoagulase,,,,,,,,,,,,April,Q2
343,desiccations campulitropous fiesta arya waragi legatos quarries emancipation cabined internist magyarize ranters hallowers grammaticalness trichosporangium authorizing beprose collimators gamori preclose endoenzyme outthunder feminie aahing bylina resiccate terrasse wiggishness,,,,,,,,,,,,April,Q2
344,helipad hyperglobulia caprylene pillager nonadecane unfaiths dapping myosote folklike chou inoscopy bottomed unpinion rostellarian appliedly fieldward fobs vestiture fieldward benzpinacone fermentitious sporostegium angry stylopid counterreason olenellus bottomed mesogloeal,,,,,,,,,,,,April,Q2
345,repechage daised learned atomize apoplectic cladoniaceous parapod repechage hiker jimsedge inspiringly nightwards galacaceae tetrathionic anisidine nonterrestrial turricula shick primogenous azurous reapparel carane repechage abthainrie galacaceae anemonella tetchiest relends,,,,,,,,,,,,April,Q2
346,relaxing diffareation deoxygenated intrunk asterochiton buggies unallegorical glout amoyan leptospirosis unscrambled toddymen reredos unjointed shechemites apachite unpresumptive announced pentacrinite regurgitation acridness ruledom embastioned gaffle acridness piskun variorums,,,,,,,,,,,,April,Q2
347,comely misgotten watchmaking amphoriskos exteriorising lionizers unpondered quipping pamperedness peripherophose hexicology hindbrain balatas preconvict acidulation rectory duckweeds preconvict wakeful superpressure unwakeful ambulance physiographer heralds physiographer,,,,,,,,,,,,April,Q2
348,amnestied demonical sunways typhloempyema intransigeancy solomon werebear dehorn hemidystrophy quercite broderer billfolds robbing nonascendance dehorn pyrogenetic rakishness cornelius tricurvate chacker commentating monosyllabic dehorn clubhands dioxides smallen cornettist,,,,,,,,,,,,April,Q2
349,snorkeling errsyn encystment jewelfishes lawfullness unstoneable protomanganese extraught yacked conventing syllabical blastophore euornithes spider overword kenny teaselers bactrites phasma indevout byrled outdrinks semicarbazone pterophryne covariates choregic illusory byrled,,,,,,,,,,,,April,Q2
350,hermitism comdr wristier leporid millistere neossology monactinellidan dizdar meningitis abandonment absorbent underconsuming inhumorously symphonize abjuratory dewlaps unruliness sprack millistere suitor jotter superremuneration crabbit navally chronography resoak navally,,,,,,,,,,,,April,Q2
351,enquire spottle atmas nonincrease astatizing carapax predifferent trination subtreasurer shrineless legendic faradises panzootia tailfan doliolidae colonialize legalizations legateships bemusement spadeful stemson chaplain hebephrenic proode nullifiers adjustive trickless,,,,,,,,,,,,April,Q2
352,cageless nondiscordant teazel promulgating neglection porkish nondiscordant fireboat sapek burthening servant fudged stagehouse confecting cageless stagehouse burthening ileocaecum dimittis monolatry gipons overacuteness doubleganger lacerna leguminiform ons currying coolly,,,,,,,,,,,,April,Q2
353,remonstrated hepatologist carves unteaselled nigrescence swaybacks etrier tepe activin isospondylous theopantism administers jonathan agio affidare farinacious barcas manei maximals shirtwaister polkaed fiddleys preinsurance bayberry rainily livelily nickieben couchee asemia,,,,,,,,,,,,April,Q2
354,brontometer serphoidea disorganised saveloys amygdalotome nonsyntactical lexis lauraceae pointrel pegmatophyre standardbearers apronlike sprinter wrossle lauraceae nonbulbiferous genipapada dichocarpous disorganised withal knitback tibert havier undoubtable quinonediimine,,,,,,,,,,,,April,Q2
355,triacontaeterid cysticercoidal prorefugee nonsubmergible fastuously counterpoints subumbrella prebeloved whitehall bathyplankton subumbrella pory viceversally hyoplastral nonsubmergible noshers lienteria mimeographs geon mongrelizing rcpt protopods mongrelizing plundering,,,,,,,,,,,,April,Q2
356,intergilt indicial sorex premusically soupiere noninsistency proextravagance upfolding acategorical poaches disadvanced caning baguettes antergic dibutyl arsenillo resistate postnatally undeservedly hydration lancegay nonhomogeneousness polymorphy syntony melograph sabinian,,,,,,,,,,,,April,Q2
357,curliness grege enounce plotlessness clinkstone assailant schussed mossed serio unglistening reinventor sleds frankeniaceae fur forbearer plymouths waldglas tapissery reinventor satirists ionization rustled clinkstone quinquelobate serio salamandrian emulsoid intellectualistic,,,,,,,,,,,,April,Q2
358,nonrefuelling segmentary unrodded deplace imprimitive salpingopexy angiogenic canephoroi rhapsodistic appendixes toothpick dissimile snores interpret precommuning forbidden unlicensed trickiness hlorrithi obtuseness toothpick reperking albertinian antisubmarine inomyositis,,,,,,,,,,,,April,Q2
359,funiliform unpredicableness tongueproof catatonics lipemia cystoflagellata unhoused snugness cryesthesia polyphloesboean landammann sapphireberry magistratic tyrr unsearchably disentraced tesserate unprettily sciophobia nonvexatious pulpefaction teliferous pseudoinstruction,,,,,,,,,,,,April,Q2
360,praya velvetseed confectionaries overlanguaged unfleshed predefeat teaty disquieter methylamine hemaphobia veterinary nonrecalcitrance exulcerative agglutinative lemurinae spiritual vinitor enantiomeric uncaused praya reinvigorating unbloomed unsectarianizing huddled kosalan,,,,,,,,,,,,April,Q2
361,neuterlike melters anarchists subjack killdeer intempestively hypocholesteremia laertes limelight demagnetiser whinestone volet mislodge olivesheen ephippia preemployment bisymmetry tetratone noncorroborative anthropophagistic killdeer confabular foldstool intempestively,,,,,,,,,,,,April,Q2
362,jolleyman oofy mutafacient extensiveness roughhouse acanthology bummack ichthyologic outdrives carryons uninspissated woefully studier cutoff overcompensated extensiveness tiersman preinvestment counterassurance roughhouse pataca bocedization carryons counterlove scepticized,,,,,,,,,,,,April,Q2
363,coypous irreflection coypous emusifying proruption phonates embolemia winbrow clipsheet prys unemancipable welder winbrow psychrophilic schreinerized ordinances forthcut disnatured durezza amphigonia misinstructing outcrier crapula umbrel clipsheet yobs pockwood intracosmically,,,,,,,,,,,,April,Q2
364,nucleons tarsophalangeal atechnic unpumpable nucleons significations agriculturalist hopsack noxiousness poodler pasta unmetallurgical dhobi fasnacht anton cinofoil bobsled unsulkiness nongeological wayfaring overexerted sperket nucleons precranially oturia uphold midnightly,,,,,,,,,,,,April,Q2
365,adjures smokestacks hwt parentheses hypopneas neslia agrimonia elvan newsworthiness slant melancholily syncarpies semiopal vibriosis decoy spritty fumaroid totalitarian pseudometallic girn buckeroos apteral megadynamics cholestene spritty autaesthesy mithridatised flivvers,,,,,,,,,,,,April,Q2
366,blackmailers espave astoundable fusillading warmaker leukocyte protectively pretarsus quadricostate zoos filling enodally unintermediately nonfeeling septennium gilguy refrangible versional requisitioner radidii versional austroasiatic feigned strikebreaker enodally anacamptics,,,,,,,,,,,,April,Q2
367,jacques precednce spaced gernative unmagnify odalisque stithy kaddishes epistolized sulfas depthwise stithy unicellularity apesthetize telegnostic transstellar shaster sultanaship ironmaking jacques unstrained pudencies hamperedly extraught pudencies protoderm hydrostatics,,,,,,,,,,,,April,Q2
368,sallowly ficoidaceae culturology overgovernment discamp buoyed trochaically lingoes vrbaite fanbearer lithotritist hustled untolerative orseille reseaus overgovernment electrotechnology natrochalcite hemiparalysis womanship toquet glycines nosarian crotonyl escritoire,,,,,,,,,,,,April,Q2
369,sulphoxylic breakermen interbanded posteriorly pontons conversus coronium marigold sorbonist rewade outmatching guetar superlatively examinability sulphoxylic babylonians norbertine palaeographist untasted archin dabber cosuffer cosuffer whewl emanatively uridrosis,,,,,,,,,,,,April,Q2
370,deteriorism euthenics runnel mismatchment sweetmaker natr nonlinear boneblack kedushshah whenas headgate teleoptile dikereeve circinal begetting hologonidium erythrolysis thumbmark keelson unpersecuting boneblack nonlinear proletariate grangerise mineralizable compting envassal,,,,,,,,,,,,April,Q2
371,subtilty voluminousness rhythmless gigantean filtrable power extractible infoliate chironomy sortilegi longobardi serinus trammon abreacting siecles anticonvulsant unflavoured viruslike emblazoned uninhabitability anticonvulsant leitneria unflavoured glazing gravelike menders,,,,,,,,,,,,April,Q2
372,herded penthiophene empathically metasthenic denote ponceau panegyrizes imagist antinormal preorganized mystagogically thanatophidia tailoress netcha rectovaginal ritling mandir residences preselect coapting snooped shearhog podophyllous bureaucratizes tailoress flewed,,,,,,,,,,,,April,Q2
373,kernelled offerers heads overmast stephan undeserver baggy myriapods unapprisedness riglet gumbotils diplomaed unbosom velum orthotropous evolate fishy lingulidae antimasonry mallein ammochaetae myriapods decasualise nonparasitism multisacculate knowingly undeserver undiseased,,,,,,,,,,,,April,Q2
374,freedwomen debenzolize phenylethylmalonylurea eugenics reinspect japhetide fatiloquent seatstone epopoeist equipluve crozzle clairschacher dynastes nosebleeds musicophobia hibernologist asperula urethrostomy interplical leukocytopenia petos hollower noncollinear bewitchments,,,,,,,,,,,,April,Q2
375,morphew dihedral buckraming univalvate hairsbreadths cardias cardias shorthandwriter pyralidoidea grammatic crematorium lutanists dreamboat nonprevention deindividuate bombe lai astrophel intact letters generalissimos pyrotechnist scob turnbout overlash podozamites multiverse,,,,,,,,,,,,April,Q2
376,nonconcealment unmechanical winnebago andron xxiv unfallibly rubrospinal preform blow balsamically periorbital denarcotization leep calamus broo esthesias makari innerves unbroadened troiades protonotion rhabdomonas unmechanical droned subrisive leep acatamathesia infamed,,,,,,,,,,,,April,Q2
377,inreality citrangeade crannel peacock precriticize castors kompow downturn lieue harvestry circummundane condurangin equilibrity unhallucinated erectopatent sorrels triserially bale oozing pensees ingross jubilant ensignship lieue spacistor zoologicoarchaeologist pensees,,,,,,,,,,,,April,Q2
378,sexillion sneezeless approvableness scissurellidae outscold proprioceptive presuccessful imperative zoology skewered junglegym flagitiousness southwesters sexiped carisoprodol misestimating liegely makers undeemous approvableness forcible bypassing ostosis approvableness octets,,,,,,,,,,,,April,Q2
379,octosyllable blackfellow unretaliative hypophysis antidromically coadministratrix polychroism tocobaga cheloniid millet kneadability clatsop lightwards commercialisation grasslike polishedness lizardtail scratchy tangaridae mohammad institue swampwood cumacea overtrader vache,,,,,,,,,,,,April,Q2
380,antiabolitionist disadorn toothing prelogical nipcheese counterplan avenger stereostatic unviewed blottesquely churingas disblame chews skiameter slowwitted eria disbarment collegiant southernism cloaks padella earlet nipcheese simulium disblame unremonstrated inscrolled,,,,,,,,,,,,April,Q2
381,proctospasm powwowism accueil margarodes delead sapples allomerizing cocklike incorporative xeromata tassago satyrinae cocklike laschety regressivity shaggymane sloken bousing disimagine communique cordeliere rebusing ambushes margarodes arthragra pandoor rhabdophoran shrewdom,,,,,,,,,,,,April,Q2
382,droil easefulness psychorealistic civicism phthises colfox headline arrhizal hypoglycemic feminities demioctangular semichoric arrhizal veneracea trajet bezzle chalot phthises remanufacturing forklifts replow omniregent progovernment inform rust dolcan semiportable semiportable,,,,,,,,,,,,April,Q2
383,skyward brackens benzidin semirecumbent sparsest podiatrists gullably raiding euchymous footy nyas unlecherous sparsest cacotheline mutazala norkyn hisses unworkably spasmotoxine milkmaids servitor settle accreditee airfield disapostle consignable futhark bucker psilotic,,,,,,,,,,,,April,Q2
384,odontoplast plasmoquine amphipneusta tridra fagot mahogonies metallifacture uvate upeat heavier acetylenic leans duct colourfully vitry cataractine unmorosely harbingership mikados cageful impitiably foreturn pantelephone medusa microspectroscope spongiidae asian palladammin,,,,,,,,,,,,April,Q2
385,benzdifuran settledness few reforestize elementalistic deludher pasticcci formanilide deludher archpapist mousquetaires itherness steerswoman couscous carotin melodism ulnometacarpal subedited schillerfels palestrae dispersion movements benzdifuran melodism garhwali plecopterid,,,,,,,,,,,,April,Q2
386,spartium gelatinously syntypicism downmost azulejos aplacophoran safaris planer vt planer overdecoration immortalization tingible spartium quinoid inbye gipseian bullarium umbilicar maccaroni cupids elephant escolar diphthonged electrosurgical costrel sattie phacomalacia tubbers,,,,,,,,,,,,April,Q2
387,copernicus sharebone ceint driblet encapsulating monodynamic cocinera homostylic bodywear disconsolateness mysticly vermilionette unmannishness undunged toting slickery cashew robinin unpropped nonnormally hydronitric jobson cocinera vermilionette industrialised neuroticize,,,,,,,,,,,,April,Q2
388,navalese compactability fledging upstare rilievo clartier ubiquitaries insp fistulariidae pregenial epilogs caroler agitator maniples nontypicalness frownful fieldworker rebutton upsteps canoeist targetier euonymy vetchiest appendance amylogen permixtion underived oscillancy,,,,,,,,,,,,April,Q2
389,neowashingtonia chlorophyceous intergrow awfu adamantoma dimorph immigrant bejesus subaffluently diplozoon pinpillow monotonous minute daffodillies swabby parametrize spoom viniculturist headroom serval hasher etudes interspersed injectant muliebral parciloquy protext,,,,,,,,,,,,April,Q2
390,fumidity pseudoglobulin vitriolize anathematical reradiate conventional glaik vitriolize uninsistent curbstones mucoprotein steelifying scaff aspermic fraternizing proofless stuffata sendle fraternizing plessimeter spiritistic ringstraked flooey hammocks triduums hunches,,,,,,,,,,,,April,Q2
391,bookplates obsignatory chalcographic dermophobe tukulor andrenid andrenid distortive intraserous trustlessness furnacer fusiliers prepromoted quickset colpocystocele semihostile supercabinet ectoblastic gish combs euphonetic reinduce herborization emanates laughingstocks,,,,,,,,,,,,April,Q2
392,nondistinguishably potbellied blepharitic caulking subcylindrical sceptic renommee unexact bebannered divinise repudiators chlorinous fineless hibernization cognoscent flywheel unwanton hebetative cower leucoryx mulberries monoester linefeed divinise garnishes pointlessness,,,,,,,,,,,,April,Q2
393,melodious relost augean drawtube mealywing melodious brimmingly holosteric prophesy teenet courants eclegm encipherer hoars pleurectomy andevo ocean zoogonous copycats lodge argillitic bespoused relost jocularly omphalorrhagia prophesy petitioning euphemiser euphemiser morricer,,,,,,,,,,,,April,Q2
394,gandered ossiculum nonfidelity uncaste doltish saved hydrobromide overblind depravedness dicerion broadhorn euonymuses micropaleontology saved precovering oxytocins shelterer euonymuses guanayes bufflehead orangeman oxytocins transportedness cinders headlike lichwake exponential,,,,,,,,,,,,April,Q2
395,nonpermeable laughings espiritual decussorium inspissate yeastless nursed hedriophthalmous cloakless yeastless unsquarable sangirese sangirese oxycephalous umbellately vesicants leprechauns sardine promotable antiprecipitin yogoite cataractine foulsome canions abrocoma eastabout,,,,,,,,,,,,April,Q2
396,potholer amphidiscophora curbstone cameriera minuscular hyperostoses ringnecks katacrotic resulfurizing triandria guff esconson ureteropyelography unplausibleness auras nontelegraphic vinegarlike ureteropyelography trihoral residental methanolic adenoses skalawag heretically,,,,,,,,,,,,April,Q2
397,unhumbugged inns offwards bedlamized nonethnologic unexplicitness preadults aerotonometric behither melaniline overfishes noninhabitance turtledom slurping sabots pasteur nonmobile ingulfs clodpates animi lophiostomous sklented quinquennalia macrocephalia bogtrot hemiparasitism,,,,,,,,,,,,April,Q2
398,unloaden incorrectness choppin aerobiologic gnathostomous reactionariness dorab webfooter thiodiazole reannexing needlelike dishpan devastations quivered lauras singlesticker glamourize esogastritis mellah imagoes neossoptile subassociative corrugate immortalism overcram,,,,,,,,,,,,April,Q2
399,semimysticalness spermosphere zorilles gainer leerness microclimatologic pantoglossical pericles deindividuate recontribute bowlegs befrill kleptomania neotypes portending rackful speciestaler tibicen overlive coediting grandame siris desertful orthogonial psiloceran baramika,,,,,,,,,,,,April,Q2
400,nunchaku murphies cresyls tithingman antiorthodox antiorthodox vaporizer elicits prointervention syngnathus brachiorrhachidian hakenkreuzler amalekite phytoptidae carack pardy antipatharian vasculiferous ripening phytoptidae bord euphuists piling parsoning dietotherapeutics,,,,,,,,,,,,May,Q2
401,vulnose nonfelony manlessly communize heterogenist entrench pomes befrounce cogitability dey chacma prescan repopularize cocuyo befrounce boleti hydrocollidine rainy revisualization anomalotrophy overjocularly tetrahymena rebelliousness anticalculous replating petromyzontes,,,,,,,,,,,,May,Q2
402,calycophorae turbellaria antisteapsin bands stooking unhomogeneity subpatroness emboitement piddocks winterishly hippodromes pelycosaur antiparasitic straightening unadministrable overdare racegoer upglide solanoid tits pailfuls straightening fooling oversedation tumble pred,,,,,,,,,,,,May,Q2
403,disrupture unnoticeably corrup plagioclase motionlessly gametic desmoneme releasers kusum bigothero marcando savoury upflood rationalities steelworker semiclosed pharyngolaryngitis cissoid rationalities referencing motionlessly interstitium graverobbing zabra intradoses,,,,,,,,,,,,May,Q2
404,inflammability splasher pathomimesis teetotumize spotwelder hydroxydesoxycorticosterone lacunulose noticed whipster stilbites birded illachrymable overwoven misjoins stilbites heavyweights nondeviation sunbonneted witnesser dulwilly ironmen blueness subturriculate spraddling,,,,,,,,,,,,May,Q2
405,rhythm staining decoic worsen ectocuniform qualitative reinfiltrate unaccumulativeness perpents boilery naemorhedinae centrosymmetry lallygagged worsen gastronomics egestive egestive negrohead complexionally batster beadman antiheroism ensigned drooling fittywise dashingly,,,,,,,,,,,,May,Q2
406,unstatesmanlike silvans peering banjoists sravaka clokies persnicketiness provoker pliability reductase marx thumbikins vivisected habitatal forletting headshrinker exaspidean iodometrical pipsissewa axonometry topnotch unarrestable repapers aglisten sudes antisuffrage,,,,,,,,,,,,May,Q2
407,exceeded shockedness hypersthenite safety censures refuse phyllopodan miseat complicator alymphia mythifier unpiously antimelancholic protensive refuse cladosiphonic ns distenant metropathy ogle quaesitum casey distemperedly bromized silverers flutterer huppah safety unannounced,,,,,,,,,,,,May,Q2
408,braunschweiger redye isolating coorie helldog curveball nitwits nearsighted klaskino wealden bds specificity sheva oatear bulimiac gilliflower smelliness klaskino crabman crowdweed aggrandizers trailman braunschweiger pseudophenanthrene tunney snoozer aggrandizers untropical,,,,,,,,,,,,May,Q2
409,precipitative lophiomyidae petrarchal thunderbolt pyloroptosis reinquired columbarium uneasiness appetiser cuspidate comedo hopelessly lammergeyer semiabstraction scriggly superate cuspidate proctoplegia crumbier columbarium quarterly exsuscitate incumbers crizzling lacerations,,,,,,,,,,,,May,Q2
410,admonitory planiphyllous parmelioid disillusionising mapper commentative pannag angledozer chiropodical warships surd phlebotomisation forthink shadbelly nebris misaunter blasphemousness kakortokite antizealot lactone thitherto leucocyan chiropodical nonextenuatingly abr,,,,,,,,,,,,May,Q2
411,dodecarch aluminize glycins increpation unquieted kilogram misallies dionysian amuzzle peatwood noncriminality swished manufactories menthols coaptation greypate undergirth sailing harlequinize coaptation rattail unadventurously aphacic recocked overtimidly cooing,,,,,,,,,,,,May,Q2
412,wordishness homopolymerize pander devow pizz cameoed invalidity overrealistically oakenshaw verged picrates quinins stormer vilipended chromate invalidity bewilders lemuria phyletic corymbiate sulphureosuffused verged swaggers pizz hoodoes shojo inauthentic rowed oakenshaw,,,,,,,,,,,,May,Q2
413,nonagglutinating acromioclavicular ubiquious sieur abominableness pneumatometer cesarians pedipalpal malellae trapshooter tps nonperpendicular poematic netball susurrated prefictional omber radiotracer susurrated poematic prefictional superadded merchanting thief zinkifying,,,,,,,,,,,,May,Q2
414,lacrimator tulare powderer epicanthi physically parisis spirem tenon bellrags suprarational demob skiffs monomineralic trichite pericytial paramyotone incienso anilic rationment ortygan feminisation kabassou paramyotone equiaxe aliipoe purpurogenous inlands promisors underlever,,,,,,,,,,,,May,Q2
415,transcoloration refragate tickleproof drys anmia turbomachine antegrade prologuiser joyleaf sardonically nonbuoyancy temulentive staphyloncus overproud geniality agrostis pharyngorhinitis antemetic miaower scranniest volutate burger burger astrally octaeteric poitrinaire almira,,,,,,,,,,,,May,Q2
416,burnishable strikeboard oversorrowful tergite tautegorical abattises argentol volstead napalm patronne themis knurry hydrolyzed uncontracted vatter pianosa dimna dematerialized drome ignitor inartificially maculation disproves napalm resquander drawliest spasmed prophototropic,,,,,,,,,,,,May,Q2
417,entireness overyear staphylomatic authigenic stupendous laggers laggers rovetto scratchless processible overslaughing rejustifying outvoted nonevolutionist diazoanhydride liquidate rahdari epileptic misclaims treaters cockaigne uncathartic unskilledness songlet caimitillo,,,,,,,,,,,,May,Q2
418,noising aceanthrene enterocoela bulbar unproportion micropublisher teng antimasonic snum frequented unobnoxiousness glens arribadas quadruplet cerviconasal frequented goldenness rimesters vox bridgeward esquisse pathematology tariqa macromazia jelab vox demisemiquaver,,,,,,,,,,,,May,Q2
419,subglacially retentiveness scorpionweed cloze squalene kouroi stupefiedness scorpionweed miskill kouroi journalary unperfectible autozooid kyschtymite retirements medialize veneracea agrestial veneracea revictory wagoning caripuna journalary wagesman wenchman lumpectomy,,,,,,,,,,,,May,Q2
420,bipalmate licentiation refrigerant tannings corticole moriscan foisonless burghbote honoree honeybees testimonia recreates vetting hemins catchall foliiform fortuneteller fifer sawah perifolliculitis macrofarad schmitz burghbote euphemizer honeybees strix busted confisticating,,,,,,,,,,,,May,Q2
421,nontolerative sarcoplasmatic troweling sympus fatelike amylases psorosis nonconsolable encysted centaurian prefered mangabey magazines notidanoid corrupting welling inpensioner flutemouth nonlugubrious refaces bouchees sympus echelon thutter frenula nonpungently aortitis,,,,,,,,,,,,May,Q2
422,turbine suprasolar ottrelife corpulences lilies edgeless balsamaceous beweeps moodily subacetabular pseudoval clifty colorably blunker sillago clifty abstract patentably ticca fibrocrystalline daimyo edgeless iridosclerotomy exertion hamstrings wail gyroscope hypnotoxin gauging,,,,,,,,,,,,May,Q2
423,triolefine nonagglutinating tychopotamic lohoch halibuter mesostoma outstolen justicies hanger pickpocketry gaga eluting strangered parvanimity justicies sloshing guberniya taxidermists superobjectionably phidiac godmothers figurability parvanimity necrotizing scissorstail,,,,,,,,,,,,May,Q2
424,tokenless unundertaken hendy lambency miracicidia gallovidian outshown prenegotiate canoes calumniations blousons reprehensibly anemotactic penceless neutralists tokenless preambulary maholi wauchted polysuspensoid frothier superlocal insculping placate beggaring contrasting,,,,,,,,,,,,May,Q2
425,antroversion subserrate unopposite insurrectionizing federations abies harmal nisus cacoethic cribrous warmblooded unupright blimps misconjugated coloni semiquadrantly endoarteritis calyphyomy derailed periheloin anaglyph tournois warmblooded infectivity epitomes warmblooded,,,,,,,,,,,,May,Q2
426,foamily dioptric leicester globulet foamily heterocentric slurrying panathenaic spanceled abodah hutchinsonianism erythroblastosis hoggish noninsurance cyanogenic cropweed outvote corkiest discharacter predisclose cyanogenic allograft ental objectival piquable appraisive,,,,,,,,,,,,May,Q2
427,senecan tara mythogonic likuta remonstrative nonnocturnal rbound arsenates lenticulas reloaning gelatinify melianthaceous unphrased martinetishness transmogrified forpine appliedly deckings oculiferous delectability aplodontiidae nontransference fidia unaustere clinty,,,,,,,,,,,,May,Q2
428,alleyed weatherize hype expressionless tran integrates stroboradiograph chiloplasty cineradiography mizzen homodromal lancaster infrequency acrocephalous unjeweled disentitling belibel homodromal uncraftily techier joiner frenchly horsefettler brineless alantin cardioaccelerator,,,,,,,,,,,,May,Q2
429,subjectable unadornment unmedicative cephalochord uxorial usquebaugh ustulate protoplasmatic catacromyodian cacorrhinia beatille cirterion herborized appendicious aquariia scortation ventroptosis acknowledgers cacorrhinia susceptivity usquebaugh lacquerer whistly inosic gelofre,,,,,,,,,,,,May,Q2
430,bedecked anthomyiidae subtercelestial folliculate fastigia animater bacbakiri notchback venisonivorous carboxyls sheenier proportion actinautography tacuacine isabella faciend waterlander unworkableness docimastical geraniol tacuacine mechanism intactness cachepot calcified,,,,,,,,,,,,May,Q2
431,narceine cyanate miltonic dreading passwords eradications challengable dodecagon neutrophils befoulers rachycentridae somdiel electriferous graip ultrabrachycephalic disepalous locutorium conciliabulum oftentime superdelegate papillae additives narceine keratosropy,,,,,,,,,,,,May,Q2
432,cowbarn regimentally resurrection midwife nosed skatemobile calycinal fleshlike sterilizable pepsinogen paraderm ouabe idyll coram remigrate veneres corymbiform tapijulapane litigants peppergrass moralise alveololabial siderographer aulostomatidae footpaces peppergrass rottock,,,,,,,,,,,,May,Q2
433,posologies pilotfish recalcitrancies radiographer apollonic nonswearer uncrossable geodetics nonswearer atossa disprized yont pulpar placating apollonic evanescent propagula peathouse autoregulatory jading apollonic unpassionate grisard isolecithal pianism unexecuting cloddier,,,,,,,,,,,,May,Q2
434,endochondral billowiest stasima clavicularium forbidder elevatedly conflates retails trumpets morphotropism elevatedly valeramid tankful wabber tautologizing garnison trumpets yardgrass tutster camphors conflates laryngostroboscope immolate unguentous semivalvate sergette,,,,,,,,,,,,May,Q2
435,independently matmaker matmaker krepi pyroarsenious hydnoraceae electrokinetic beswarmed bungarum nonubiquitary rauraci notchboard comedowns backfatter comedowns dustups civetlike standards stemonaceous rashful richness unannexable sorosporium distensile degradational jackboy,,,,,,,,,,,,May,Q2
436,heteropathic disseized unreproductiveness oversufficiently versta operator allopatry hotfooting abnormalism dacryocystoptosis hoodwise wandlike sedimentological lethalize guidwilly lithesome matrilinearism dressages anticonformist misestimate libber hop juxtaposing regian wowt,,,,,,,,,,,,May,Q2
437,superceded subnivean antipatharia reseau spirantal prismoidal filchery fadmongery topiaria meable meable jewry subnivean nonepically outrages spicigerous outsentinel antelabium retesting overgrievously debused git exactas charqued smaltost suppositionary erethitic zamorin,,,,,,,,,,,,May,Q2
438,biologies fono phlebopexy identifying cyanochlorous tompion nonreplicate faradisms bargemen unsignificative biocatalyst swarve acme cowier cystalgia tankwise cowier impenetrate blastosphere unblithe swarve owl phlebopexy tompion reannotating rwound afternight arteriofibrosis,,,,,,,,,,,,May,Q2
439,alienating barbarea brassieres marination arizonite unrelating inoculum chaos monacillos lichenological nonhalation nonmanagement gossampine colossuswise frenghi tootsie datiscetin imputableness permeate nonperceptibleness wop mesophryon linetest morosaurian chorographies,,,,,,,,,,,,May,Q2
440,flagellator tallying shininess urobilinogenuria judged amazedness paragenetic unsubstanced provola belat uncamped multicapsular cadbit uncircumspect multicapsular sworder cordially hempen acanthin performs punters premiered grunerite speedingly programmers arthrodonteae chandry,,,,,,,,,,,,May,Q2
