Tweets,Length,Date,Source,Favourites,RTs,Username,id_str
What’s everyone up to??,23,2020-04-13 16:58:08,Twitter for iPhone,22969,971,marcusrashford,1249743686528835590
@mikestone28887 Have to start somewhere 😍💪🏾,43,2020-04-13 15:21:39,Twitter for iPhone,366,5,marcusrashford,1249719404830568448
@cunniff_vinny Yes little man 👏🏾,32,2020-04-13 14:12:55,Twitter for iPhone,495,15,marcusrashford,1249702106900107278
@deeprsett @ManUtd Haha very cute ♥️,36,2020-04-13 11:20:22,Twitter for iPhone,465,11,marcusrashford,1249658683069472768
@jesser81 Great work boys 👊🏾,28,2020-04-12 16:16:16,Twitter for iPhone,417,10,marcusrashford,1249370761292374018
@andyplumley Happy birthday Harry! Hope you have the best day with your family! ♥️,82,2020-04-12 13:08:22,Twitter for iPhone,834,4,marcusrashford,1249323473920569354
@AdrianPal38 Very nice! Thank you so much 👏🏾,44,2020-04-12 13:07:21,Twitter for iPhone,461,8,marcusrashford,1249323219494076417
@ManUtd @ericbailly24 Happy birthday bro!! 👊🏾♥️ https://t.co/BkykJWtgsp,71,2020-04-12 12:04:50,Twitter for iPhone,11194,371,marcusrashford,1249307484877185024
@DavidMagill_ Hi 👋🏾,19,2020-04-12 10:26:59,Twitter for iPhone,1139,22,marcusrashford,1249282861112463360
@nicandabs This is amazing 😍,28,2020-04-12 09:58:16,Twitter for iPhone,759,14,marcusrashford,1249275634095972353
"Happy Easter guys! 
Already seen some amazing eggs, keep them coming and I’ll share them on my Insta this afternoon 🐰 https://t.co/jliGEvZDKH",141,2020-04-12 09:09:55,Twitter for iPhone,10074,537,marcusrashford,1249263466197716992
Enjoy ♥️ https://t.co/5KvdGeTiAR,32,2020-04-11 11:13:07,Twitter for iPhone,6492,339,marcusrashford,1248932085475282944
@Sanchooo10 @England Yh Yh...😒♥️,32,2020-04-10 20:24:35,Twitter for iPhone,3540,69,marcusrashford,1248708478027382785
@England @Sanchooo10 😤,22,2020-04-10 18:47:15,Twitter for iPhone,1987,65,marcusrashford,1248683980582457344
"RT @England: Right then, one final spot left in the quarter-finals!

Who takes it: @MarcusRashford or @Sanchooo10? 

https://t.co/Ec6tuWMG7s",140,2020-04-10 18:44:30,Twitter for iPhone,0,61,marcusrashford,1248683291437400066
@England @Sanchooo10 I’m nervous 😂🤣😂🤣,37,2020-04-10 18:36:51,Twitter for iPhone,882,34,marcusrashford,1248681366050557953
@England @tammyabraham You’re welcome @tammyabraham 😌😏♥️,56,2020-04-10 18:35:57,Twitter for iPhone,1034,24,marcusrashford,1248681140136935424
@MrTombeard @CraigHeywood6 @England @NatEmergTrust England YouTube or Twitter in a couple of mins 👍🏾,100,2020-04-10 16:11:35,Twitter for iPhone,152,6,marcusrashford,1248644808358408192
"@ctrfootball Bro this made me smile, thank you so much 👏🏾",57,2020-04-10 15:42:40,Twitter for iPhone,2546,64,marcusrashford,1248637531836616704
@famousalexnield @btsportfootball It was lovely to see you again buddy ♥️,73,2020-04-10 14:09:56,Twitter for iPhone,405,7,marcusrashford,1248614194984837121
"Amazing, here’s a little teaser...#TeamTalk https://t.co/vkid61XYOE https://t.co/yEzgw5FUEt",91,2020-04-10 11:41:41,Twitter for iPhone,5595,352,marcusrashford,1248576883115122688
"@btsportfootball we need to thank everyone involved in my campaign. Let’s get #TeamTalk out tomorrow at midday, you in? 💪🏾♥️",124,2020-04-10 11:28:47,Twitter for iPhone,2553,94,marcusrashford,1248573639445921792
"Guys, my Good Friday, just turned into a Great Friday. I’m blown away. With our donations @FareShareUK are now able to reach just under 1million vulnerable children across the UK. I can’t thank you all enough, your support has been amazing ♥️♥️",244,2020-04-10 11:27:25,Twitter for iPhone,17215,1195,marcusrashford,1248573293545893889
"It’s Good Friday so let’s be good this Friday. Stay safe, stay home ♥️",70,2020-04-10 09:05:32,Twitter for iPhone,25721,2130,marcusrashford,1248537586764853249
"RT @Sanchooo10: Let’s goooo @MarcusRashford 👀! 
Tune in from 5pm on Friday via https://t.co/Pak7G43yri England or @England on Twitter! http…",140,2020-04-09 19:00:53,Twitter for iPhone,0,658,marcusrashford,1248325027042414592
@Sanchooo10 @England 👊🏾♥️,25,2020-04-09 19:00:44,Twitter for iPhone,2854,76,marcusrashford,1248324985829167104
Sorry about that @Fred08oficial 😏♥️ #tbt https://t.co/aYwbMzvgKb,64,2020-04-09 17:09:03,Twitter for iPhone,24514,2013,marcusrashford,1248296881937166338
@chrismufc83 Haha bless him 👏🏾,30,2020-04-09 17:06:15,Twitter for iPhone,395,6,marcusrashford,1248296178384502784
@ManUtd @WayneRooney No...,26,2020-04-09 17:04:57,Twitter for iPhone,2769,56,marcusrashford,1248295851727953926
"Can’t say I’m too confident about this @Sanchooo10 @England but all for a good cause! 

Tune in from 5pm Friday via https://t.co/0FB8lJTwmk or @England on Twitter! https://t.co/vnIpozTWkU",187,2020-04-09 15:11:53,Twitter for iPhone,6680,544,marcusrashford,1248267394902036481
RT @gmpolice: Here's the first part of todays #StayHomeSaveLives easter video https://t.co/bYP6KZpeXH,101,2020-04-09 15:08:30,Twitter for iPhone,0,78,marcusrashford,1248266544263675905
There we go 🥰♥️ https://t.co/rz8fL0yi8s,39,2020-04-09 13:55:38,Twitter for iPhone,13934,661,marcusrashford,1248248206518935552
@Feyer69 @mctominay10 @ManUtd This might help 👍🏾 https://t.co/sEJq94dDHg,72,2020-04-09 10:23:00,Twitter for iPhone,1593,55,marcusrashford,1248194695995555842
Great job @coopuk 👏🏾 https://t.co/5gdp1ChzMc,44,2020-04-09 09:41:35,Twitter for iPhone,1746,103,marcusrashford,1248184274299256832
RT @Jbargewell: @MarcusRashford My little lad Luca loved colouring your picture for the @ManUtd competition. He was disappointed when he re…,140,2020-04-09 07:37:30,Twitter for iPhone,0,128,marcusrashford,1248153046552584192
RT @PLCommunities: 🏃 Train like a footballer with our @EASPORTS  movement activity on #PLPrimaryStars featuring @MarcusRashford  👉https://t…,140,2020-04-09 07:35:59,Twitter for iPhone,0,58,marcusrashford,1248152663851704326
#tbt ♥️ https://t.co/4S5pbSnyEj,31,2020-04-09 07:35:00,Twitter for iPhone,27543,1688,marcusrashford,1248152418573078530
"RT @ManCityCouncil: Our helpline has been set up for those that need the most support. These are our Easter opening times.

Please pass thi…",140,2020-04-08 21:45:39,Twitter for iPhone,0,124,marcusrashford,1248004101373394946
#PlayersTogether https://t.co/T2gZKTfUVJ,40,2020-04-08 20:08:17,Twitter for iPhone,18313,1199,marcusrashford,1247979601323790337
"RT @mrjakehumphrey: Going LIVE in 2 mins. @rioferdy5, @MarcusRashford and last seasons Champions League QF 1st leg. @ManUtd v @FCBarcelona.…",140,2020-04-08 19:37:50,Twitter for iPhone,0,36,marcusrashford,1247971936258469896
"Love seeing kiddies artwork, thank you for this one Zac and Charlie ♥️ https://t.co/HBufXKS8bu",94,2020-04-08 17:54:04,Twitter for iPhone,10970,461,marcusrashford,1247945824337899521
@Mike_Phelan_1 😂🤣 ok ok,23,2020-04-08 15:54:08,Twitter for iPhone,393,19,marcusrashford,1247915638426947589
"@Mike_Phelan_1 Nice image to choose 😍
Can’t figure out if I was in trouble here or not 👀😂",89,2020-04-08 15:53:06,Twitter for iPhone,353,15,marcusrashford,1247915380670111746
@johnnyhalley4 Hope you had a good day bro 👊🏾,45,2020-04-08 15:41:52,Twitter for iPhone,158,2,marcusrashford,1247912553818226691
@Realist_Dawud @btsportfootball @WayneRooney loved playing with him 👊🏾,70,2020-04-08 15:36:32,Twitter for iPhone,253,8,marcusrashford,1247911213306167299
"@ChaudhuriUTD Keep your head lifted mate, we are all in this together 👊🏾",72,2020-04-08 15:35:15,Twitter for iPhone,284,6,marcusrashford,1247910890042789888
@_K_47_______ @ManUtd Mariah-esque 😉,36,2020-04-08 15:33:47,Twitter for iPhone,476,7,marcusrashford,1247910521082449921
RT @utdethxn: @MarcusRashford Here mine😉 https://t.co/UqMeZphIC4,64,2020-04-08 15:19:34,Twitter for iPhone,0,13,marcusrashford,1247906940686077952
@tom_eaton86 @ManUtd Lovely x,29,2020-04-08 15:19:12,Twitter for iPhone,199,5,marcusrashford,1247906848528834561
RT @TalibGibran: @MarcusRashford Mine. Always! Everything in one photo! https://t.co/ggMta1UGwr,95,2020-04-08 15:04:41,Twitter for iPhone,0,5,marcusrashford,1247903194493026309
RT @brunofmufc: @MarcusRashford @MarcusRashford @MarcusRashford @MarcusRashford @MarcusRashford @MarcusRashford @MarcusRashford @MarcusRash…,140,2020-04-08 15:03:29,Twitter for iPhone,0,64,marcusrashford,1247902895569170432
RT @Mistralbonheur: @MarcusRashford @ManUtd #WallpaperWednesday ✌🏿 https://t.co/H9CuWEY65u,90,2020-04-08 15:00:59,Twitter for iPhone,0,18,marcusrashford,1247902263923728390
RT @katiecol87: @MarcusRashford @ManUtd My sons wallpaper @MarcusRashford  #WallpaperWednesday ❤️👏🏻 https://t.co/tOUM7ZxGAF,123,2020-04-08 15:00:19,Twitter for iPhone,0,12,marcusrashford,1247902095186919424
"Sharing some of these wallpapers on my insta, they are SO good!! Thank you! 🙏🏾♥️",80,2020-04-08 14:58:15,Twitter for iPhone,11989,467,marcusrashford,1247901577521721345
RT @smiranda1197: @MarcusRashford @ManUtd @MarcusRashford @AnthonyMartial #WallpaperWednesday https://t.co/H0ICId6uKz,117,2020-04-08 14:55:25,Twitter for iPhone,0,8,marcusrashford,1247900864435507200
RT @hm11234561: @MarcusRashford @ManUtd #WallpaperWednesday thoughts ?🔴🔴🔴🔴❤️❤️❤️❤️❤️ https://t.co/bd5vIikI5J,108,2020-04-08 14:49:41,Twitter for iPhone,0,24,marcusrashford,1247899419355123715
RT @ChaudhuriUTD: @MarcusRashford @ManUtd 🔴❤️ #WallpaperWednesday #MUFC https://t.co/6hf342Oz34,95,2020-04-08 14:49:32,Twitter for iPhone,0,9,marcusrashford,1247899383904927748
RT @izvzie: @MarcusRashford @ManUtd 🥰 https://t.co/RVRLCAQyML,61,2020-04-08 14:48:26,Twitter for iPhone,0,10,marcusrashford,1247899107722579969
RT @dylssny: @MarcusRashford @ManUtd Thoughts https://t.co/tE1Dc1KuvR,69,2020-04-08 14:44:39,Twitter for iPhone,0,12,marcusrashford,1247898153925279753
RT @NicolaeButnar: @MarcusRashford @ManUtd https://t.co/TeUZRqRoND,66,2020-04-08 14:41:04,Twitter for iPhone,0,18,marcusrashford,1247897251579441158
"RT @johnsportraits: @MarcusRashford @ManUtd Got you, Rashy! #WallpaperWednesday 🔴 https://t.co/ez0srjRoaF",105,2020-04-08 14:40:02,Twitter for iPhone,0,26,marcusrashford,1247896992807673859
@MrsJTRibby @ManUtd @luisnani @WayneRooney Haha amazing 👏🏾,58,2020-04-08 14:33:33,Twitter for iPhone,85,3,marcusrashford,1247895361177268226
"Erm...@ManUtd 🤔🤣
To my followers, please give me a gift this Wednesday 🙏🏾 Let’s show them what we have, I’ve already seen some great ones. Remember the hashtag so we can track you 💪🏾💪🏾 https://t.co/gRXx9dfWRJ",208,2020-04-08 14:32:26,Twitter for iPhone,8982,590,marcusrashford,1247895081991860224
"@englandcricket @JofraArcher @WisdenCricket Yes big man 👊🏾 congrats, very well deserved",87,2020-04-08 14:21:27,Twitter for iPhone,365,7,marcusrashford,1247892315366019075
@Blotty999 @ManUtd @luisnani @WayneRooney Very nice 👏🏾,54,2020-04-08 11:18:48,Twitter for iPhone,279,5,marcusrashford,1247846348948475904
@ManUtd I watched the Wazza bicycle kick from the Stretford end. Scholesy &gt; @luisnani &gt; @WayneRooney. Unbelievable technique 👏🏾👏🏾 spent the night trying to recreate it in the park ha,188,2020-04-08 11:13:54,Twitter for iPhone,8766,508,marcusrashford,1247845119178530817
@ryeddleston Oh noooo 🤦🏾🤗,25,2020-04-07 16:15:39,Twitter for iPhone,414,8,marcusrashford,1247558666514989062
"@Jack_Hubbard18 @CaseyStoney This made me smile, thanks for sharing 😊",69,2020-04-07 15:05:38,Twitter for iPhone,440,10,marcusrashford,1247541048173162500
@gem_lamont Happy birthday Caleb! Have a good one bud 👊🏾,56,2020-04-07 13:54:36,Twitter for iPhone,126,5,marcusrashford,1247523170011058177
@ToniHar19726799 Happy birthday Tailor!,39,2020-04-07 13:54:09,Twitter for iPhone,523,7,marcusrashford,1247523059512164352
@loveridge7 @Daniel_James_97 Wah! DJ check this little one out! @Daniel_James_97 👏🏾,83,2020-04-07 13:26:15,Twitter for iPhone,642,22,marcusrashford,1247516036531806208
@DeclanGibson 👏🏾👏🏾,18,2020-04-07 13:25:27,Twitter for iPhone,39,4,marcusrashford,1247515834349547520
@service4africa Go on little man 💪🏾,35,2020-04-07 13:25:08,Twitter for iPhone,142,4,marcusrashford,1247515753814712323
@JayMooreLAD Creative 👏🏾,24,2020-04-07 13:24:45,Twitter for iPhone,21,3,marcusrashford,1247515656997580800
🤦🏾🤣 poor thing... https://t.co/YHVI7lEcOV,41,2020-04-07 13:23:42,Twitter for iPhone,12227,833,marcusrashford,1247515392878227456
@natpad86 Not bad at all ☺️👏🏾,29,2020-04-07 12:46:12,Twitter for iPhone,51,2,marcusrashford,1247505956986138624
@gavinmcateer86 Yes little man 👊🏾,33,2020-04-07 12:45:35,Twitter for iPhone,748,8,marcusrashford,1247505803206168577
@GDubya8131 Nice set up pal,27,2020-04-07 11:18:30,Twitter for iPhone,124,2,marcusrashford,1247483888022294535
@surgeryscar Very cute,22,2020-04-07 11:18:19,Twitter for iPhone,128,3,marcusrashford,1247483839229894657
@chunky_mufc Looking good,25,2020-04-07 11:10:36,Twitter for iPhone,101,2,marcusrashford,1247481900631044099
"@DB_MUFC Just reset pal,
Tomorrow’s a new day. Try and start it the right way",77,2020-04-07 11:10:26,Twitter for iPhone,135,7,marcusrashford,1247481855961698304
@cape365 Great work 👏🏾,22,2020-04-07 11:09:47,Twitter for iPhone,34,2,marcusrashford,1247481695483375616
@nikki_yazz Haha good effort,28,2020-04-07 11:09:29,Twitter for iPhone,29,2,marcusrashford,1247481616743702531
@jimmymcbride1 Great day for it 👍🏾,34,2020-04-07 11:08:32,Twitter for iPhone,118,3,marcusrashford,1247481380155645953
@stfcbar Yes little lady 👏🏾,27,2020-04-07 11:07:50,Twitter for iPhone,62,2,marcusrashford,1247481203818717185
@FemyJebs Keep going bro 👊🏾,27,2020-04-07 11:07:17,Twitter for iPhone,405,8,marcusrashford,1247481063493992449
@AroraSeehra Brilliant,22,2020-04-07 10:46:36,Twitter for iPhone,133,2,marcusrashford,1247475860191444992
@DamoJ7 Nice! Weather helps too,31,2020-04-07 10:46:29,Twitter for iPhone,233,3,marcusrashford,1247475830567194624
@SkylzW777 @JofraArcher He looks happy 😂,40,2020-04-07 10:46:17,Twitter for iPhone,214,3,marcusrashford,1247475780638126081
@superboss1t Gotta make it work 💪🏾,34,2020-04-07 10:45:59,Twitter for iPhone,58,2,marcusrashford,1247475704083755008
@CarefreeJoshM Keep practicing 👊🏾,33,2020-04-07 10:45:37,Twitter for iPhone,149,3,marcusrashford,1247475613260288002
@BudgieRutter This is amazing haha 👏🏾,37,2020-04-07 10:45:20,Twitter for iPhone,134,4,marcusrashford,1247475538542854146
@ScottDi65332672 Well we appreciate you continuing to get our post to us Scott. Enjoy your day off 👍🏾,101,2020-04-07 10:39:41,Twitter for iPhone,508,3,marcusrashford,1247474120553611264
@AlbertLynd Yes my guy 👊🏾,25,2020-04-07 10:39:08,Twitter for iPhone,81,2,marcusrashford,1247473979478233088
@TweetterRoss @GeorgiaMaisey Nice to see you are keeping them busy 😉 nice work guys,83,2020-04-07 10:38:54,Twitter for iPhone,247,3,marcusrashford,1247473920476950528
@RashfordEliteV2 Enjoy!,23,2020-04-07 10:37:55,Twitter for iPhone,246,3,marcusrashford,1247473673776304129
@onNiallsbed Nice!,18,2020-04-07 10:36:33,Twitter for iPhone,80,2,marcusrashford,1247473328337674240
@mcauley_louise Doing well though 👏🏾,36,2020-04-07 10:36:21,Twitter for iPhone,922,13,marcusrashford,1247473279369183232
How are you all getting your workouts in at home today? Show me 👀💪🏾,67,2020-04-07 10:33:54,Twitter for iPhone,19090,889,marcusrashford,1247472663171391488
"Guys this week 
@FareShareUK are reaching just over 740,000 vulnerable children across the UK with our donations. A big THANK YOU to everyone that has supported to date, you’re all amazing ♥️",191,2020-04-06 16:43:58,Twitter for iPhone,7447,488,marcusrashford,1247203404591640582
RT @ManUtd: Everyone at Manchester United is saddened to hear this terrible news. We send our heartfelt condolences to Pep and his family.…,139,2020-04-06 14:24:06,Twitter for iPhone,0,9927,marcusrashford,1247168208639086593
My condolences ♥️ https://t.co/BOjJ7ZFtG3,41,2020-04-06 14:23:59,Twitter for iPhone,46843,2988,marcusrashford,1247168176728596480
@_hljones Great set up you have there bless him. Say hi from me 👍🏾,66,2020-04-05 19:43:22,Twitter for iPhone,1527,31,marcusrashford,1246886166063874051
@Empeasee @UtdMxtt Happy birthday buddy 👊🏾,42,2020-04-05 16:59:25,Twitter for iPhone,782,13,marcusrashford,1246844907895099394
Hope everyone’s had a good day. Thanks for this @UtdMxtt appreciate the effort and support 👊🏾 https://t.co/AUrQdzrECb,117,2020-04-05 16:51:43,Twitter for iPhone,14947,1394,marcusrashford,1246842967144497154
"@yoyans @btsportfootball To be honest, I didn’t feel nerves at the time, I was just focused on putting the ball in the net.",123,2020-04-05 16:43:31,Twitter for iPhone,1086,17,marcusrashford,1246840906084495367
@PhilJonesy3 @btsportfootball Chelsea in the cup. Felt pretty special,69,2020-04-05 16:39:20,Twitter for iPhone,89,2,marcusrashford,1246839853792329730
@btsportfootball Well that’s my evening sorted. I haven’t seen this match as many times you might think. I get more nervous watching it then I did at the time 😍🤣,161,2020-04-05 16:33:36,Twitter for iPhone,1612,82,marcusrashford,1246838410322509824
@woodyred07 Thank you for everything you are doing Julie x,58,2020-04-04 14:35:03,Twitter for iPhone,673,6,marcusrashford,1246446186967584773
"@thatutdfamily Your profile pic is something else 😍🤩 Thanks for the support mate, it does really mean a lot. Good luck keeping that group entertained 😂",151,2020-04-04 14:09:29,Twitter for iPhone,917,23,marcusrashford,1246439752255123457
@DrLygo @AndrewPickin1 The real heroes...,41,2020-04-04 14:08:11,Twitter for iPhone,45,1,marcusrashford,1246439423845306368
@Tamzin121 @jacklederberg @Charli94828958 Happy birthday guys! Try and have a good one 👍🏾,89,2020-04-04 14:07:11,Twitter for iPhone,96,6,marcusrashford,1246439175383105538
"@JT_Redfern No joke, I wish I had a few jigsaws around the house. You did well there",84,2020-04-04 14:05:34,Twitter for iPhone,104,1,marcusrashford,1246438767004655616
"@UtdMxtt Happy birthday man, have a good one 👊🏾",47,2020-04-04 14:04:55,Twitter for iPhone,1396,45,marcusrashford,1246438603904999424
@Ieandraaa The Stranger?,24,2020-04-04 14:03:03,Twitter for iPhone,580,7,marcusrashford,1246438134168068096
@noddy18 All down hill from there mate 🤣,40,2020-04-04 14:02:37,Twitter for iPhone,223,6,marcusrashford,1246438025086763009
"RT @ManUtdMEN: From 2⃣0⃣1⃣4⃣ to 2⃣0⃣1⃣9⃣
Practice makes perfect 🚀
 #mufc https://t.co/1F6r69iSGS",96,2020-04-04 11:02:14,Twitter for iPhone,0,540,marcusrashford,1246392627915821058
@benwelsh9 Who painted this?? 🤩♥️,33,2020-04-03 19:07:18,Twitter for iPhone,1936,33,marcusrashford,1246152311409463296
@emilyhhhhhhhh Hi Emily 👋🏾,26,2020-04-03 18:23:27,Twitter for iPhone,1819,39,marcusrashford,1246141276334022661
"@mufc1love Nice bedroom buddy! It’s your birthday month, make it a good one. Learn lots, smile lots and keep off those computer games 😉♥️",137,2020-04-03 15:44:40,Twitter for iPhone,1930,47,marcusrashford,1246101320773271558
@fayeskelly Ah happy birthday little man. Nice shirt collection you have there 😍 Keep smiling and have the best day you can with your family ♥️,143,2020-04-03 15:40:32,Twitter for iPhone,27,1,marcusrashford,1246100277977059331
@davesalisbury81 Very nice 👏🏾,29,2020-04-03 15:38:47,Twitter for iPhone,415,8,marcusrashford,1246099836652453889
@Joemcph09141425 Some nice shirts you have there little man ♥️,62,2020-04-03 11:33:00,Twitter for iPhone,196,7,marcusrashford,1246037984123727872
"@KeziaAnsah1 It’s here:

https://t.co/eejEByYwpj",48,2020-04-03 09:03:12,Twitter for iPhone,108,9,marcusrashford,1246000284930899968
LEGEND ♥️ https://t.co/xxlqebNyo1,33,2020-04-03 08:55:48,Twitter for iPhone,30119,1909,marcusrashford,1245998423649800192
"Morning! You can now watch the full video here: 
https://t.co/eejEByYwpj
Enjoy!",79,2020-04-03 07:57:16,Twitter for iPhone,785,40,marcusrashford,1245983692297773062
@TheSportsman @SantosFC Amazing! Good luck Caio,47,2020-04-02 19:45:09,Twitter for iPhone,1107,27,marcusrashford,1245799451106717697
"If anyone’s feeling down today I’m hoping this will cheer you up, thanks boys! ♥️

Catch the full video on @btsportfootball insta and my official website tomorrow morning. https://t.co/WYpIRm5664",195,2020-04-02 16:04:43,Twitter for iPhone,8738,829,marcusrashford,1245743977086832646
"@RCrawfordOasis Hi buddy! We miss seeing you at the games but hopefully we’ll be back up and running soon. I can’t wait to be back. We really do appreciate your support, it’s means a lot ♥️",189,2020-04-02 15:19:44,Twitter for iPhone,1106,42,marcusrashford,1245732656190545921
@_alexeverett Ah amazing well pass on my thanks to both of them. People like your parents are the real superstars around here!,126,2020-04-02 15:16:31,Twitter for iPhone,582,10,marcusrashford,1245731846555664385
"@maqbool30 Nice to meet you Ibraheem thank you for my letter. I am staying healthy, eating all my fruit and vegetables, drinking lots of water. That’s what will make us strong 💪🏾 I will make sure to show you some skill once I’m back on the pitch. Speak soon ♥️",260,2020-04-02 14:58:34,Twitter for iPhone,473,20,marcusrashford,1245727327650295808
@_alexeverett What do your parents do Alex?,43,2020-04-02 14:52:16,Twitter for iPhone,587,10,marcusrashford,1245725743142834179
Big shout out to @Tesco who have committed to donated £15m worth of food to @FareShareUK and Trussell Trust. The impact of this is HUGE! Thank you!,147,2020-04-02 12:08:05,Twitter for iPhone,2528,122,marcusrashford,1245684427268685825
"Ignore previous tweet, I got it wrong 🤦🏾 £150k raised for @FareShareUK means we are reaching 600,000 vulnerable children around the UK, amazing!! Thank you to everyone that has supported 👏🏾♥️",191,2020-04-02 12:07:11,Twitter for iPhone,11532,675,marcusrashford,1245684197420929025
"Happy birthday bro, let’s keep smiling ♥️ https://t.co/3tN8LhvDn0",65,2020-04-02 09:54:41,Twitter for iPhone,23993,1036,marcusrashford,1245650856713703424
@loveridge7 Little legend ♥️,28,2020-04-02 09:30:11,Twitter for iPhone,1101,28,marcusrashford,1245644690461872129
@benstarrcoach Lefty! Nice little set up you have in the garden. Enjoy your day. Tell him to keep practicing 👍🏾,111,2020-04-02 08:29:50,Twitter for iPhone,446,8,marcusrashford,1245629501586849792
@don__kun @adrian_larco @Santandave1 👊🏾,39,2020-04-02 08:27:12,Twitter for iPhone,56,1,marcusrashford,1245628839914434561
@showstopper180 Happy birthday little man. Hope you have a good day tomorrow ♥️,79,2020-04-02 08:26:50,Twitter for iPhone,668,8,marcusrashford,1245628747320971265
"@Hudders69 We all appreciate the support mate, thank you 👊🏾",59,2020-04-02 08:25:49,Twitter for iPhone,169,5,marcusrashford,1245628490159779840
"@redfred911 Happy Birthday Callum, have a good day! And make sure you are looking after your Grandad 👍🏾",103,2020-04-02 08:24:35,Twitter for iPhone,121,4,marcusrashford,1245628182218149894
"@adrian_larco Morning Adrian, have a good day bud",49,2020-04-02 08:23:18,Twitter for iPhone,689,10,marcusrashford,1245627856169787395
@gebuka12 @Skyyfame1 @utdarena I’m 22 👍🏾,40,2020-04-02 08:22:31,Twitter for iPhone,1331,24,marcusrashford,1245627660312535041
"Good morning! Sharing this cos it put a little smile on my face this morning. Thanks @benny7tokarski 
Have a good day everyone! ♥️ https://t.co/gy8O8zfW9c",154,2020-04-02 08:21:39,Twitter for iPhone,5173,258,marcusrashford,1245627441005002755
@ArjunNamboo Very nice!! 👏🏾,27,2020-04-02 08:19:39,Twitter for iPhone,555,18,marcusrashford,1245626939731111939
"@felly2519 Morning bud, get that workout in 💪🏾",46,2020-04-02 08:19:07,Twitter for iPhone,191,3,marcusrashford,1245626804359933954
@wp257 Happy birthday Harry! Hope you had a good one with the family 👊🏾,71,2020-04-01 20:28:13,Twitter for iPhone,986,25,marcusrashford,1245447901242888192
"@Allin12Lucy @ManUtd @harefieldyouth Hi Alex, thanks for your lovely note. I am staying safe thank you. Working hard, reading lots. I’m a bit sad about not playing football too. I hope you’re keeping up with your school work. Loving your PJs! Be a good boy for your mum and get to bed buddy ♥️",293,2020-04-01 18:48:17,Twitter for iPhone,3146,130,marcusrashford,1245422749696380938
@JT_Redfern @Mike_Phelan_1 I know! My mum would kill me but I quickly saw an opp for a pic and had to chase Saint up the stairs 🤦🏾,130,2020-04-01 18:30:20,Twitter for iPhone,420,11,marcusrashford,1245418234783948802
@niksusnybor @Mike_Phelan_1 He doesn’t give me much of a choice 😂,65,2020-04-01 18:28:37,Twitter for iPhone,51,1,marcusrashford,1245417801856233472
@reddevilsharon @Mike_Phelan_1 Cute!!,37,2020-04-01 18:28:15,Twitter for iPhone,30,1,marcusrashford,1245417708667142146
@BerbaSpin9 @Mike_Phelan_1 We get one every season of the current squad and we all sign it,90,2020-04-01 18:27:00,Twitter for iPhone,251,6,marcusrashford,1245417395705057280
@Mike_Phelan_1 What would we do without them ♥️ https://t.co/7VIx0DGVcd,71,2020-04-01 18:23:15,Twitter for iPhone,5097,171,marcusrashford,1245416453643407360
@ardinarh It’s on @brfootball IG story for the next 24hours! 😉,62,2020-04-01 18:19:18,Twitter for iPhone,136,4,marcusrashford,1245415456720269314
@RedDevil5120 @UTDFuture @JofraArcher the birthday boy!,55,2020-04-01 18:18:41,Twitter for iPhone,96,0,marcusrashford,1245415301870694402
"Yo Jof, jump on COD, let me give you a birthday beating 😉♥️ @JofraArcher",72,2020-04-01 16:50:36,Twitter for iPhone,10589,354,marcusrashford,1245393135250874368
Running a little late sorry guys! Having probs with my Insta! Be with you ASAP,78,2020-04-01 15:05:34,Twitter for iPhone,1773,82,marcusrashford,1245366705314041856
30min countdown. Head over to Instagram. I’ll be live with @brfootball 👍🏾,73,2020-04-01 14:30:01,Twitter for iPhone,1301,48,marcusrashford,1245357755092910083
Happy birthday bro @JofraArcher ♥️ https://t.co/ZjXrdE5Eve,58,2020-04-01 14:13:23,Twitter for iPhone,15195,508,marcusrashford,1245353572075802632
@josbuttler Big move well done Jos 👏🏾,37,2020-04-01 08:00:42,Twitter for iPhone,332,6,marcusrashford,1245259781880807424
4pm UK time 👍🏾,14,2020-04-01 07:59:45,Twitter for iPhone,1921,65,marcusrashford,1245259541731835904
"@AlexHurt140 Workout, catch up with the family on FaceTime, a bit of Netflix, and q&amp;a at 4pm 👊🏾",99,2020-04-01 07:52:18,Twitter for iPhone,604,16,marcusrashford,1245257667192459264
"@SFuller90 @ModernMorrissey Happy birthday bro, thank you for the work you are doing 👊🏾",87,2020-04-01 07:51:17,Twitter for iPhone,142,5,marcusrashford,1245257411876790272
@lianeward87 😱🤣,15,2020-04-01 07:50:04,Twitter for iPhone,112,1,marcusrashford,1245257105826873347
"Q&amp;A at 4pm today, Instagram Live. Look forward to speaking to you then ♥️",77,2020-04-01 07:47:55,Twitter for iPhone,8252,486,marcusrashford,1245256565617197056
"@knxly I’m well, family and friends are well, I’m feeling good my friend 👊🏾",75,2020-04-01 07:45:46,Twitter for iPhone,1716,39,marcusrashford,1245256021863550976
"@TalibGibran 4pm UK time, Instagram live 👍🏾",43,2020-04-01 07:44:59,Twitter for iPhone,83,4,marcusrashford,1245255825024856064
Morning everyone. Sun is shining. Let’s make it a good day...indoors! Keep smiling ♥️,85,2020-04-01 07:43:14,Twitter for iPhone,20829,1317,marcusrashford,1245255386665570305
