Unnamed: 0,Tweets,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter,TweetsTokenized
356,parachromatosis craniorhachischisis ducker poltophagy tarring tricklier ketty bluegrass politicians reindulging biniodide gripped occasioning thermidorian psorophora nilghaus unusableness peritectic nonunited isenergic chrysopid jaun repandodenticulate collecting centromere,,,,,,,,,,,,April,Q2,"['parachromatosis', 'craniorhachischisis', 'ducker', 'poltophagy', 'tarring', 'tricklier', 'ketty', 'bluegrass', 'politicians', 'reindulging', 'biniodide', 'gripped', 'occasioning', 'thermidorian', 'psorophora', 'nilghaus', 'unusableness', 'peritectic', 'nonunited', 'isenergic', 'chrysopid', 'jaun', 'repandodenticulate', 'collecting', 'centromere']"
357,suffragial ungarbed eclipse giantsize sansars anelasticity unprosperous semioctagonal oddments sansars sansars subverting irreticence remerge pectizable bacillariales buffleheaded keratosis transpose immaculate interdependently faineantise unavengingly nonsolar hairsprings,,,,,,,,,,,,April,Q2,"['suffragial', 'ungarbed', 'eclipse', 'giantsize', 'sansars', 'anelasticity', 'unprosperous', 'semioctagonal', 'oddments', 'sansars', 'sansars', 'subverting', 'irreticence', 'remerge', 'pectizable', 'bacillariales', 'buffleheaded', 'keratosis', 'transpose', 'immaculate', 'interdependently', 'faineantise', 'unavengingly', 'nonsolar', 'hairsprings']"
358,plagiarized cyanuret provocatory hallanshaker kieselguhr cyanuret dunks macules maunche formulae unenraged opens massacre eyeblink formulae subpoenaed day cornhusks nonsalably arere becudgel mammogenic glucocorticoid flory preenforced riceland phytologic pasquinaded moonblink,,,,,,,,,,,,April,Q2,"['plagiarized', 'cyanuret', 'provocatory', 'hallanshaker', 'kieselguhr', 'cyanuret', 'dunks', 'macules', 'maunche', 'formulae', 'unenraged', 'opens', 'massacre', 'eyeblink', 'formulae', 'subpoenaed', 'cornhusks', 'nonsalably', 'arere', 'becudgel', 'mammogenic', 'glucocorticoid', 'flory', 'preenforced', 'riceland', 'phytologic', 'pasquinaded', 'moonblink']"
359,brachman graffias aecidiostage latimeria graffias flexographic humanizers interlink lexicographically graffias lesbianism rattler violable haruspicate subpavement symbolize flavanilin kickball transposing supercycle insulary urethrectomy tommyrot untrowable hoicking parochiner,,,,,,,,,,,,April,Q2,"['brachman', 'graffias', 'aecidiostage', 'latimeria', 'graffias', 'flexographic', 'humanizers', 'interlink', 'lexicographically', 'graffias', 'lesbianism', 'rattler', 'violable', 'haruspicate', 'subpavement', 'symbolize', 'flavanilin', 'kickball', 'transposing', 'supercycle', 'insulary', 'urethrectomy', 'tommyrot', 'untrowable', 'hoicking', 'parochiner']"
360,pylephlebitic thearchic polarize candelabra pseudimago proletarians igniter lines deadens chlorodizing noncharitableness playactor bedway manidae doncella cockscomb tuberculoprotein clavation femoral trenchermaker dumpler assertable dipnoan anaplasis acidotic telegas arborary,,,,,,,,,,,,April,Q2,"['pylephlebitic', 'thearchic', 'polarize', 'candelabra', 'pseudimago', 'proletarians', 'igniter', 'lines', 'deadens', 'chlorodizing', 'noncharitableness', 'playactor', 'bedway', 'manidae', 'doncella', 'cockscomb', 'tuberculoprotein', 'clavation', 'femoral', 'trenchermaker', 'dumpler', 'assertable', 'dipnoan', 'anaplasis', 'acidotic', 'telegas', 'arborary']"
361,diffusively automatical enmarbling velella linenumbers gastroanastomosis fetiales scalariformly hangalai teacart moirette catheterised salar preesteem notoriety naturedly amebian calkin salar automatical thysanocarpus faitour shellapple founderous diffusively seigniorship,,,,,,,,,,,,April,Q2,"['diffusively', 'automatical', 'enmarbling', 'velella', 'linenumbers', 'gastroanastomosis', 'fetiales', 'scalariformly', 'hangalai', 'teacart', 'moirette', 'catheterised', 'salar', 'preesteem', 'notoriety', 'naturedly', 'amebian', 'calkin', 'salar', 'automatical', 'thysanocarpus', 'faitour', 'shellapple', 'founderous', 'diffusively', 'seigniorship']"
362,fulcrumed dentalium sceptreless buttermonger duridine burled antiscorbutic ganch interieur chimpanzees changelessly sinisian roups colchicin inopercular fulcrumed lachrymous taxlessness scrofulism spottier antiscorbutic scotograph layfolk divulgate gv jowl tonsillotome homeopath,,,,,,,,,,,,April,Q2,"['fulcrumed', 'dentalium', 'sceptreless', 'buttermonger', 'duridine', 'burled', 'antiscorbutic', 'ganch', 'interieur', 'chimpanzees', 'changelessly', 'sinisian', 'roups', 'colchicin', 'inopercular', 'fulcrumed', 'lachrymous', 'taxlessness', 'scrofulism', 'spottier', 'antiscorbutic', 'scotograph', 'layfolk', 'divulgate', 'gv', 'jowl', 'tonsillotome', 'homeopath']"
363,surprisedly dewlight sall sphecius diedric player mitral basifixed amenty redolence luculently nosophobia testatorship uberousness egyptianization sleuths translade bungling encloses inletting polonaises motherwort blatjang motherwort mucor quei moorishness testatorship nopal,,,,,,,,,,,,April,Q2,"['surprisedly', 'dewlight', 'sall', 'sphecius', 'diedric', 'player', 'mitral', 'basifixed', 'amenty', 'redolence', 'luculently', 'nosophobia', 'testatorship', 'uberousness', 'egyptianization', 'sleuths', 'translade', 'bungling', 'encloses', 'inletting', 'polonaises', 'motherwort', 'blatjang', 'motherwort', 'mucor', 'quei', 'moorishness', 'testatorship', 'nopal']"
364,inauspicate nephrite encirclement unfumbled cymous oathlet delinquence pneumatoce anywhither unveniality quizzy redo sofkee indologist valors apotactici nephrite bogyisms praseodidymium tetrandrous sinuate shahdom retouching quizzy wro bensall lineamental pageship aminothiophen,,,,,,,,,,,,April,Q2,"['inauspicate', 'nephrite', 'encirclement', 'unfumbled', 'cymous', 'oathlet', 'delinquence', 'pneumatoce', 'anywhither', 'unveniality', 'quizzy', 'redo', 'sofkee', 'indologist', 'valors', 'apotactici', 'nephrite', 'bogyisms', 'praseodidymium', 'tetrandrous', 'sinuate', 'shahdom', 'retouching', 'quizzy', 'wro', 'bensall', 'lineamental', 'pageship', 'aminothiophen']"
365,fellatrices efforce placodermoid chiliahedron knownothingism punishability lentigo longulite uncloaking tynwald belshazzaresque fellatrices muscularity muscularity effeminising creammaking pirogue ethnomaniac farnesols uncloaking reoppose palmist pseudomilitary lipides imbu,,,,,,,,,,,,April,Q2,"['fellatrices', 'efforce', 'placodermoid', 'chiliahedron', 'knownothingism', 'punishability', 'lentigo', 'longulite', 'uncloaking', 'tynwald', 'belshazzaresque', 'fellatrices', 'muscularity', 'muscularity', 'effeminising', 'creammaking', 'pirogue', 'ethnomaniac', 'farnesols', 'uncloaking', 'reoppose', 'palmist', 'pseudomilitary', 'lipides', 'imbu']"
366,zombielike electrodiagnosis accipient heterogynous canso pentabasic halliards sandspit hieronymian puzzleation sachamaker sesqui mommet defaces agaristidae sachamaker usherdom monadiform blebs ganodonta warmhearted foregather shee unthievishly rox clarseth reimburser,,,,,,,,,,,,April,Q2,"['zombielike', 'electrodiagnosis', 'accipient', 'heterogynous', 'canso', 'pentabasic', 'halliards', 'sandspit', 'hieronymian', 'puzzleation', 'sachamaker', 'sesqui', 'mommet', 'defaces', 'agaristidae', 'sachamaker', 'usherdom', 'monadiform', 'blebs', 'ganodonta', 'warmhearted', 'foregather', 'shee', 'unthievishly', 'rox', 'clarseth', 'reimburser']"
367,cyclically caladium parallelinerved cementing unpaint psychalgia cordialness logics bedog unsquelched reirrigating coxswained exolve heterographical cosigners reirrigating caladium blattid proteas nondigesting alcohate accomplisht plaguy metachromasis nondigesting headsail,,,,,,,,,,,,April,Q2,"['cyclically', 'caladium', 'parallelinerved', 'cementing', 'unpaint', 'psychalgia', 'cordialness', 'logics', 'bedog', 'unsquelched', 'reirrigating', 'coxswained', 'exolve', 'heterographical', 'cosigners', 'reirrigating', 'caladium', 'blattid', 'proteas', 'nondigesting', 'alcohate', 'accomplisht', 'plaguy', 'metachromasis', 'nondigesting', 'headsail']"
368,sacculi acquaintancy gare rockbrush bouncing mumchance schoolery brisks ibid bisilicate phenyls noncleistogamous retromorphosed pocketer impotable antagonisable coehorn resurged tonka resurged bouncing accensed defeature penthrit enframe intensative dinotherium disdains penthrit,,,,,,,,,,,,April,Q2,"['sacculi', 'acquaintancy', 'gare', 'rockbrush', 'bouncing', 'mumchance', 'schoolery', 'brisks', 'ibid', 'bisilicate', 'phenyls', 'noncleistogamous', 'retromorphosed', 'pocketer', 'impotable', 'antagonisable', 'coehorn', 'resurged', 'tonka', 'resurged', 'bouncing', 'accensed', 'defeature', 'penthrit', 'enframe', 'intensative', 'dinotherium', 'disdains', 'penthrit']"
369,iraqi prelapsarian unchains encopresis nonadmissible denatures rabbleproof squeaking smuggishly disillusionist carbosilicate besweatered philosophise darker tampur hypopharyngoscopy warrantise miggle osteocomma unchains hamfare civilizers neopaganism kickplate tinklerman messet,,,,,,,,,,,,April,Q2,"['iraqi', 'prelapsarian', 'unchains', 'encopresis', 'nonadmissible', 'denatures', 'rabbleproof', 'squeaking', 'smuggishly', 'disillusionist', 'carbosilicate', 'besweatered', 'philosophise', 'darker', 'tampur', 'hypopharyngoscopy', 'warrantise', 'miggle', 'osteocomma', 'unchains', 'hamfare', 'civilizers', 'neopaganism', 'kickplate', 'tinklerman', 'messet']"
370,uncrossed retd mullite organography reforest sourwood disputation incessantness swingman floristic uncondoning unpatronized annelidian unpatronized isochronizing fumette adiathermal unenslave matroclinic unindifferently residers duotones segmentate microcolorimetrically,,,,,,,,,,,,April,Q2,"['uncrossed', 'retd', 'mullite', 'organography', 'reforest', 'sourwood', 'disputation', 'incessantness', 'swingman', 'floristic', 'uncondoning', 'unpatronized', 'annelidian', 'unpatronized', 'isochronizing', 'fumette', 'adiathermal', 'unenslave', 'matroclinic', 'unindifferently', 'residers', 'duotones', 'segmentate', 'microcolorimetrically']"
371,slimly cordialness schoolbutter mansarded frizado idrosis grater woodhens nohuntsik anounou tentory buccan stenosphere octagonal buccan acutances unadventuring saddlesoreness cholecystolithotripsy unwasted anepiploic schoolbutter marined beauism planchette quodlibetz playmaker,,,,,,,,,,,,April,Q2,"['slimly', 'cordialness', 'schoolbutter', 'mansarded', 'frizado', 'idrosis', 'grater', 'woodhens', 'nohuntsik', 'anounou', 'tentory', 'buccan', 'stenosphere', 'octagonal', 'buccan', 'acutances', 'unadventuring', 'saddlesoreness', 'cholecystolithotripsy', 'unwasted', 'anepiploic', 'schoolbutter', 'marined', 'beauism', 'planchette', 'quodlibetz', 'playmaker']"
372,tiniest racketeers skepticalness flanneling petersham unfraternised ungold wiselier fatiguesome frappeing docquet fatiguesome unimpassionately grapelike phenolize tumulosity histotomies subsystem overregulation frappeing amnesic mooder literalising pearloyster gynoecia,,,,,,,,,,,,April,Q2,"['tiniest', 'racketeers', 'skepticalness', 'flanneling', 'petersham', 'unfraternised', 'ungold', 'wiselier', 'fatiguesome', 'frappeing', 'docquet', 'fatiguesome', 'unimpassionately', 'grapelike', 'phenolize', 'tumulosity', 'histotomies', 'subsystem', 'overregulation', 'frappeing', 'amnesic', 'mooder', 'literalising', 'pearloyster', 'gynoecia']"
373,pinguid cabretta pauperitic reforgeable manganblende stereometrical centralness coaugment fisherman rechasten monosexuality garbanzos kelotomies manus detruded calabar radius ghastly distill extraperitoneal heteroploidy cushionet xylograph sharpen coextension shedding presenced,,,,,,,,,,,,April,Q2,"['pinguid', 'cabretta', 'pauperitic', 'reforgeable', 'manganblende', 'stereometrical', 'centralness', 'coaugment', 'fisherman', 'rechasten', 'monosexuality', 'garbanzos', 'kelotomies', 'manus', 'detruded', 'calabar', 'radius', 'ghastly', 'distill', 'extraperitoneal', 'heteroploidy', 'cushionet', 'xylograph', 'sharpen', 'coextension', 'shedding', 'presenced']"
374,calisthenic archerfishes towkay overused organoid lifey barkhan goodby impairing belchers ogreisms circumduction tricoccose zigzagger stripteuse epimyth nonputrescence solates unrealness zigzagger retroposed solates sparkplugging precoincidence jezebel overcheap phenolization,,,,,,,,,,,,April,Q2,"['calisthenic', 'archerfishes', 'towkay', 'overused', 'organoid', 'lifey', 'barkhan', 'goodby', 'impairing', 'belchers', 'ogreisms', 'circumduction', 'tricoccose', 'zigzagger', 'stripteuse', 'epimyth', 'nonputrescence', 'solates', 'unrealness', 'zigzagger', 'retroposed', 'solates', 'sparkplugging', 'precoincidence', 'jezebel', 'overcheap', 'phenolization']"
375,distriction decelerates tekedye underbelly nonvulcanized dribblet lut feasters mishikhwutmetunne criey apricate claimers concepts racegoer calorizer extrapolating criey user smiggins chattererz nomas buffbar coexist clubbishness blastocoele underbelly mounter moneses talkative,,,,,,,,,,,,April,Q2,"['distriction', 'decelerates', 'tekedye', 'underbelly', 'nonvulcanized', 'dribblet', 'lut', 'feasters', 'mishikhwutmetunne', 'criey', 'apricate', 'claimers', 'concepts', 'racegoer', 'calorizer', 'extrapolating', 'criey', 'user', 'smiggins', 'chattererz', 'nomas', 'buffbar', 'coexist', 'clubbishness', 'blastocoele', 'underbelly', 'mounter', 'moneses', 'talkative']"
376,purebreds unsublimed nondeafeningly greenstone pyrophosphate typhoon tipstaff predictory uninterlinked influe heartlands rewrapping ambilaterality snuffily discoverable abnormalized hydrotimetry preshapes uncharnel sentimentalisation resistible slibbersauce sympathectomize,,,,,,,,,,,,April,Q2,"['purebreds', 'unsublimed', 'nondeafeningly', 'greenstone', 'pyrophosphate', 'typhoon', 'tipstaff', 'predictory', 'uninterlinked', 'influe', 'heartlands', 'rewrapping', 'ambilaterality', 'snuffily', 'discoverable', 'abnormalized', 'hydrotimetry', 'preshapes', 'uncharnel', 'sentimentalisation', 'resistible', 'slibbersauce', 'sympathectomize']"
377,superinscribing feticides spiritually verminly subprocesses vellicated xarque fivesome fragilities forasmuch summation mozarab vitellin sorrowless lactases dramamine aerobee chuddar steaning guv nitrolic alcogene phototelegraph frondescence utriculoplasty disciplines betulaceous,,,,,,,,,,,,April,Q2,"['superinscribing', 'feticides', 'spiritually', 'verminly', 'subprocesses', 'vellicated', 'xarque', 'fivesome', 'fragilities', 'forasmuch', 'summation', 'mozarab', 'vitellin', 'sorrowless', 'lactases', 'dramamine', 'aerobee', 'chuddar', 'steaning', 'guv', 'nitrolic', 'alcogene', 'phototelegraph', 'frondescence', 'utriculoplasty', 'disciplines', 'betulaceous']"
378,nonteachable underdone grindelia mazic anchoretical viscidness prespinal tortays creaming subdrill macromole heathenise whortle verbosity fliped plasmaphereses prespinal cinchonia subresults godsons anchoretical lobscouse creaming refracturable refracturable lilted larcenously,,,,,,,,,,,,April,Q2,"['nonteachable', 'underdone', 'grindelia', 'mazic', 'anchoretical', 'viscidness', 'prespinal', 'tortays', 'creaming', 'subdrill', 'macromole', 'heathenise', 'whortle', 'verbosity', 'fliped', 'plasmaphereses', 'prespinal', 'cinchonia', 'subresults', 'godsons', 'anchoretical', 'lobscouse', 'creaming', 'refracturable', 'refracturable', 'lilted', 'larcenously']"
379,silkwork mammality drawbores pandorina examens enflamed gumshoeing mammality fumously exterior synergical unhumbledness heroid tyrannize hoverly antisag syndesis toltec parlours tenson kojiri kapeika windrower imposal bardulph acclimatizing overidealistic vote autolyzes oket,,,,,,,,,,,,April,Q2,"['silkwork', 'mammality', 'drawbores', 'pandorina', 'examens', 'enflamed', 'gumshoeing', 'mammality', 'fumously', 'exterior', 'synergical', 'unhumbledness', 'heroid', 'tyrannize', 'hoverly', 'antisag', 'syndesis', 'toltec', 'parlours', 'tenson', 'kojiri', 'kapeika', 'windrower', 'imposal', 'bardulph', 'acclimatizing', 'overidealistic', 'vote', 'autolyzes', 'oket']"
380,myrrh gaseousness nonparalysis unrenouncing longsuffering boxfish zain documented mangrass ug pothousey accoutrements medullation dotards obscener insociable lateralizing disembarrassment neglectedness veridicalities writer venomously shawed nonbreach tricksier swerves,,,,,,,,,,,,April,Q2,"['myrrh', 'gaseousness', 'nonparalysis', 'unrenouncing', 'longsuffering', 'boxfish', 'zain', 'documented', 'mangrass', 'ug', 'pothousey', 'accoutrements', 'medullation', 'dotards', 'obscener', 'insociable', 'lateralizing', 'disembarrassment', 'neglectedness', 'veridicalities', 'writer', 'venomously', 'shawed', 'nonbreach', 'tricksier', 'swerves']"
381,malreasoning soueef reindorsement nitrates pantie dorrbeetle clarigold acrestaff emotive unimpawned symmetrophobia summerbird shyness infortiate gynaecological procures fizz misanthropism landsknecht dipsosaurus postresurrectional hydropropulsion misanthropism postresurrectional,,,,,,,,,,,,April,Q2,"['malreasoning', 'soueef', 'reindorsement', 'nitrates', 'pantie', 'dorrbeetle', 'clarigold', 'acrestaff', 'emotive', 'unimpawned', 'symmetrophobia', 'summerbird', 'shyness', 'infortiate', 'gynaecological', 'procures', 'fizz', 'misanthropism', 'landsknecht', 'dipsosaurus', 'postresurrectional', 'hydropropulsion', 'misanthropism', 'postresurrectional']"
382,asconoid walspere catenates fulfulde claiver inscrutably braza subpericardiac unmagically lobefins undiatonic abbot rheology sherwani polynoid lieger beeflower monochloromethane correlate jowing xanthophyllite unreclaimedness dermatrophy selbergite computatively scopularian,,,,,,,,,,,,April,Q2,"['asconoid', 'walspere', 'catenates', 'fulfulde', 'claiver', 'inscrutably', 'braza', 'subpericardiac', 'unmagically', 'lobefins', 'undiatonic', 'abbot', 'rheology', 'sherwani', 'polynoid', 'lieger', 'beeflower', 'monochloromethane', 'correlate', 'jowing', 'xanthophyllite', 'unreclaimedness', 'dermatrophy', 'selbergite', 'computatively', 'scopularian']"
383,entrenchments letitia sindoc cableway nannandrous gypster tense mentum swound proexecutive semifinish unstrapping unstrapping sindoc kuki underachieve diecious oestriol finfishes miscellaneal unmonarch preeternal chomage resistableness unmonarch draper moating toadishness,,,,,,,,,,,,April,Q2,"['entrenchments', 'letitia', 'sindoc', 'cableway', 'nannandrous', 'gypster', 'tense', 'mentum', 'swound', 'proexecutive', 'semifinish', 'unstrapping', 'unstrapping', 'sindoc', 'kuki', 'underachieve', 'diecious', 'oestriol', 'finfishes', 'miscellaneal', 'unmonarch', 'preeternal', 'chomage', 'resistableness', 'unmonarch', 'draper', 'moating', 'toadishness']"
384,little apocyte extracapsular awkwardest youze besplatter triennial premiating lampad emery chrematistic poultrylike archines apocyte nizams overrudeness reinvented sedately onfall forespent oxyntic lampad thakurate extracapsular predelay dishwashers unslinking unbarricade,,,,,,,,,,,,April,Q2,"['little', 'apocyte', 'extracapsular', 'awkwardest', 'youze', 'besplatter', 'triennial', 'premiating', 'lampad', 'emery', 'chrematistic', 'poultrylike', 'archines', 'apocyte', 'nizams', 'overrudeness', 'reinvented', 'sedately', 'onfall', 'forespent', 'oxyntic', 'lampad', 'thakurate', 'extracapsular', 'predelay', 'dishwashers', 'unslinking', 'unbarricade']"
385,awaitlala lurches moronry picric nobodies elbowbush vidicons slavicize hinderers nonreversed voodoos irrugate solarimeter posterointernal pize taurocol unhyphened hydrocephalocele thyroxine taurocol tenure thrombectomies manlikeness vidicons lidflower oscules slavicize,,,,,,,,,,,,April,Q2,"['awaitlala', 'lurches', 'moronry', 'picric', 'nobodies', 'elbowbush', 'vidicons', 'slavicize', 'hinderers', 'nonreversed', 'voodoos', 'irrugate', 'solarimeter', 'posterointernal', 'pize', 'taurocol', 'unhyphened', 'hydrocephalocele', 'thyroxine', 'taurocol', 'tenure', 'thrombectomies', 'manlikeness', 'vidicons', 'lidflower', 'oscules', 'slavicize']"
386,intercommunicate nitriaries adjourning autotrophic subagencies disquisitor ephyrae chunter maltreats ok norm siglum redeclining prolonger stradivari pluckily manipulatively cakewalking gauchely redeclining emigrationist whyness demimondain mulm burlesque aquarelle plancher,,,,,,,,,,,,April,Q2,"['intercommunicate', 'nitriaries', 'adjourning', 'autotrophic', 'subagencies', 'disquisitor', 'ephyrae', 'chunter', 'maltreats', 'ok', 'norm', 'siglum', 'redeclining', 'prolonger', 'stradivari', 'pluckily', 'manipulatively', 'cakewalking', 'gauchely', 'redeclining', 'emigrationist', 'whyness', 'demimondain', 'mulm', 'burlesque', 'aquarelle', 'plancher']"
387,vermigrade hunnic dendrometer avoue calisthenical thremmatology dugs hiphalt ponton vermigrade flagellantism atrophied reformableness admixing sortileger alienated dugs uninsulting tangibile reprisal solidify antimixing demarcates unsexually nonguard alienated monophonically,,,,,,,,,,,,April,Q2,"['vermigrade', 'hunnic', 'dendrometer', 'avoue', 'calisthenical', 'thremmatology', 'dugs', 'hiphalt', 'ponton', 'vermigrade', 'flagellantism', 'atrophied', 'reformableness', 'admixing', 'sortileger', 'alienated', 'dugs', 'uninsulting', 'tangibile', 'reprisal', 'solidify', 'antimixing', 'demarcates', 'unsexually', 'nonguard', 'alienated', 'monophonically']"
388,phosis chimneylike campholic rhodospermeae interlineate undersluice unseeingness passionfulness wentletrap intermit chimneylike boardwalks overlorded pioneership unrigid plaints examinate nubeculae unhefted vaginotomies confidential mob nonpropagandist lumbagos ebenaceae plunker,,,,,,,,,,,,April,Q2,"['phosis', 'chimneylike', 'campholic', 'rhodospermeae', 'interlineate', 'undersluice', 'unseeingness', 'passionfulness', 'wentletrap', 'intermit', 'chimneylike', 'boardwalks', 'overlorded', 'pioneership', 'unrigid', 'plaints', 'examinate', 'nubeculae', 'unhefted', 'vaginotomies', 'confidential', 'mob', 'nonpropagandist', 'lumbagos', 'ebenaceae', 'plunker']"
389,lordan antimallein concordat felinely indescript peripancreatic rushlight virtuosa hooter corymbose liquidated flossier dewaterer laryngoscopic magnific ergastoplasm upsighted piepan envy opuscules vouchable gambrel daftardar combating talmudical subjectness tentorium,,,,,,,,,,,,April,Q2,"['lordan', 'antimallein', 'concordat', 'felinely', 'indescript', 'peripancreatic', 'rushlight', 'virtuosa', 'hooter', 'corymbose', 'liquidated', 'flossier', 'dewaterer', 'laryngoscopic', 'magnific', 'ergastoplasm', 'upsighted', 'piepan', 'envy', 'opuscules', 'vouchable', 'gambrel', 'daftardar', 'combating', 'talmudical', 'subjectness', 'tentorium']"
390,results carmalum unresponsibleness culicine nonponderous retropharyngeal culicine colitoxemia batwing postpyretic pyridine malefeazance pseudoscopic meanderingly commuter pyridine cubits triceria unestimated halma autoassimilation sinuatrial actualizes biped womans discrownment,,,,,,,,,,,,April,Q2,"['results', 'carmalum', 'unresponsibleness', 'culicine', 'nonponderous', 'retropharyngeal', 'culicine', 'colitoxemia', 'batwing', 'postpyretic', 'pyridine', 'malefeazance', 'pseudoscopic', 'meanderingly', 'commuter', 'pyridine', 'cubits', 'triceria', 'unestimated', 'halma', 'autoassimilation', 'sinuatrial', 'actualizes', 'biped', 'womans', 'discrownment']"
391,cookings geochronometric scarriest unprecipitousness cheilotomies souffles pteromalidae autographical dedd slaughtered yawps evasive engirding caedmonic transtemporal demiseason preelemental shapable hights murkest kitalpha legitimizations antipredeterminant clipperman flect,,,,,,,,,,,,April,Q2,"['cookings', 'geochronometric', 'scarriest', 'unprecipitousness', 'cheilotomies', 'souffles', 'pteromalidae', 'autographical', 'dedd', 'slaughtered', 'yawps', 'evasive', 'engirding', 'caedmonic', 'transtemporal', 'demiseason', 'preelemental', 'shapable', 'hights', 'murkest', 'kitalpha', 'legitimizations', 'antipredeterminant', 'clipperman', 'flect']"
392,uninvasive nesogaean unanalogized jersey stilty sencion overbears hurters caulinary exsuccous dematiaceae waygoing acculturated emptily waygoing tetrobolon urodele synadelphite subsaline ewery abtruse playtime maba munitioning pelotherapy fenite eliminant contesting ulta,,,,,,,,,,,,April,Q2,"['uninvasive', 'nesogaean', 'unanalogized', 'jersey', 'stilty', 'sencion', 'overbears', 'hurters', 'caulinary', 'exsuccous', 'dematiaceae', 'waygoing', 'acculturated', 'emptily', 'waygoing', 'tetrobolon', 'urodele', 'synadelphite', 'subsaline', 'ewery', 'abtruse', 'playtime', 'maba', 'munitioning', 'pelotherapy', 'fenite', 'eliminant', 'contesting', 'ulta']"
393,protozoan submanager alimonies unreminiscently eudaemonia carole provoke entrammel entozoal spanless schizaeaceae underenter conglobately mayoralties impetrating synonymised ansarian polybromid dewaxes submanager dentatosinuate responded indicting pelmatogram semiaperiodic,,,,,,,,,,,,April,Q2,"['protozoan', 'submanager', 'alimonies', 'unreminiscently', 'eudaemonia', 'carole', 'provoke', 'entrammel', 'entozoal', 'spanless', 'schizaeaceae', 'underenter', 'conglobately', 'mayoralties', 'impetrating', 'synonymised', 'ansarian', 'polybromid', 'dewaxes', 'submanager', 'dentatosinuate', 'responded', 'indicting', 'pelmatogram', 'semiaperiodic']"
394,partied astronomical gonosomal acrography precisionism unglossy trilinolate tradescantia gonosomal allottable coercibility undersupplies swagged crocin unconvicting unbethought avikom polynodal gelatinise overdischarge overdischarge unawakable cheka spanged bulimia shopocracy,,,,,,,,,,,,April,Q2,"['partied', 'astronomical', 'gonosomal', 'acrography', 'precisionism', 'unglossy', 'trilinolate', 'tradescantia', 'gonosomal', 'allottable', 'coercibility', 'undersupplies', 'swagged', 'crocin', 'unconvicting', 'unbethought', 'avikom', 'polynodal', 'gelatinise', 'overdischarge', 'overdischarge', 'unawakable', 'cheka', 'spanged', 'bulimia', 'shopocracy']"
395,prechoroid unstuff gebbie pmsg exploration pangamous unflippantly notch hayrake tectorium ozonometer volemite vorlages expertized pinna calamine bouillabaisse gebbie diletant prat belonoid exumbrellar bulrush transversomedial bulrush rescrutinies cirsotomy densifier,,,,,,,,,,,,April,Q2,"['prechoroid', 'unstuff', 'gebbie', 'pmsg', 'exploration', 'pangamous', 'unflippantly', 'notch', 'hayrake', 'tectorium', 'ozonometer', 'volemite', 'vorlages', 'expertized', 'pinna', 'calamine', 'bouillabaisse', 'gebbie', 'diletant', 'prat', 'belonoid', 'exumbrellar', 'bulrush', 'transversomedial', 'bulrush', 'rescrutinies', 'cirsotomy', 'densifier']"
396,bestialities praepostor reice ungratitude argumentation workpiece diagrammatically cucumaria baronetcy dexter substantious outyield pokerishly faqir sniveling decalcifying smallboy replevined undefensibly cuticulae cantharidizing undefensibly harassment nonefficiently famose,,,,,,,,,,,,April,Q2,"['bestialities', 'praepostor', 'reice', 'ungratitude', 'argumentation', 'workpiece', 'diagrammatically', 'cucumaria', 'baronetcy', 'dexter', 'substantious', 'outyield', 'pokerishly', 'faqir', 'sniveling', 'decalcifying', 'smallboy', 'replevined', 'undefensibly', 'cuticulae', 'cantharidizing', 'undefensibly', 'harassment', 'nonefficiently', 'famose']"
397,heater fidley livishly navajos sinecurist livishly unsombreness breathtakingly exaggerative indifferent pentaquin erythemas clypeate outen inveighs riddlemeree ophthalmoneuritis stenotype trahison quays transpass befetter chindi noematachograph whirlwindy eightfold,,,,,,,,,,,,April,Q2,"['heater', 'fidley', 'livishly', 'navajos', 'sinecurist', 'livishly', 'unsombreness', 'breathtakingly', 'exaggerative', 'indifferent', 'pentaquin', 'erythemas', 'clypeate', 'outen', 'inveighs', 'riddlemeree', 'ophthalmoneuritis', 'stenotype', 'trahison', 'quays', 'transpass', 'befetter', 'chindi', 'noematachograph', 'whirlwindy', 'eightfold']"
398,emeras strewage helical cleanhandedness umlauting bubblish bubblish fishy biddulphia franticness whiplike umlauting glaciological cleanhandedness renegers doughmen stomatic chrysoprasus mohalim authorism leam desmogen inspiratrix intercommuning octachloride nullus flannels,,,,,,,,,,,,April,Q2,"['emeras', 'strewage', 'helical', 'cleanhandedness', 'umlauting', 'bubblish', 'bubblish', 'fishy', 'biddulphia', 'franticness', 'whiplike', 'umlauting', 'glaciological', 'cleanhandedness', 'renegers', 'doughmen', 'stomatic', 'chrysoprasus', 'mohalim', 'authorism', 'leam', 'desmogen', 'inspiratrix', 'intercommuning', 'octachloride', 'nullus', 'flannels']"
